,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps
2132,2132,290333444,399384843,1,12,4,2022-01-01 12:04:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843]",2022-01-01 12:08:50.500,290.5,"{290333444: '2022-01-01 12:04:00', 304525639: '2022-01-01 12:04:22', 307663269: '2022-01-01 12:04:44', 307662889: '2022-01-01 12:05:07', 307662284: '2022-01-01 12:05:29', 309450366: '2022-01-01 12:05:51', 307662242: '2022-01-01 12:06:14', 306222128: '2022-01-01 12:06:36', 306222385: '2022-01-01 12:06:58', 306221900: '2022-01-01 12:07:21', 306221960: '2022-01-01 12:07:43', 306222676: '2022-01-01 12:08:05', 306221941: '2022-01-01 12:08:28', 399384843: '2022-01-01 12:08:50'}"
2133,2133,304525639,306219024,1,15,49,2022-01-01 15:49:00,"[304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462, 306218723, 306219024]",2022-01-01 15:56:54.100,474.1,"{304525639: '2022-01-01 15:49:00', 307663269: '2022-01-01 15:49:43', 307662889: '2022-01-01 15:50:26', 307662284: '2022-01-01 15:51:09', 309450366: '2022-01-01 15:51:52', 307662242: '2022-01-01 15:52:35', 306222128: '2022-01-01 15:53:18', 309450229: '2022-01-01 15:54:01', 306226719: '2022-01-01 15:54:44', 306222462: '2022-01-01 15:55:27', 306218723: '2022-01-01 15:56:11', 306219024: '2022-01-01 15:56:54'}"
2134,2134,306221653,290333400,1,3,57,2022-01-01 03:57:00,"[306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 04:02:10.600,310.6,"{306221653: '2022-01-01 03:57:00', 306225011: '2022-01-01 03:57:23', 306225115: '2022-01-01 03:57:47', 306221900: '2022-01-01 03:58:11', 306222385: '2022-01-01 03:58:35', 306222128: '2022-01-01 03:58:59', 307662242: '2022-01-01 03:59:23', 309450366: '2022-01-01 03:59:47', 307662284: '2022-01-01 04:00:11', 307662889: '2022-01-01 04:00:35', 307663269: '2022-01-01 04:00:58', 304525639: '2022-01-01 04:01:22', 290333444: '2022-01-01 04:01:46', 290333400: '2022-01-01 04:02:10'}"
2135,2135,307662149,354863308,1,7,9,2022-01-01 07:09:00,"[307662149, 307661801, 307662198, 354863048, 307662238, 354863308]",2022-01-01 07:09:46.200,46.2,"{307662149: '2022-01-01 07:09:00', 307661801: '2022-01-01 07:09:09', 307662198: '2022-01-01 07:09:18', 354863048: '2022-01-01 07:09:27', 307662238: '2022-01-01 07:09:36', 354863308: '2022-01-01 07:09:46'}"
2136,2136,309450366,306225115,1,13,43,2022-01-01 13:43:00,"[309450366, 307662242, 306222128, 306222385, 306221900, 306225115]",2022-01-01 13:43:49.000,49.0,"{309450366: '2022-01-01 13:43:00', 307662242: '2022-01-01 13:43:09', 306222128: '2022-01-01 13:43:19', 306222385: '2022-01-01 13:43:29', 306221900: '2022-01-01 13:43:39', 306225115: '2022-01-01 13:43:49'}"
2137,2137,306221807,308304288,1,9,47,2022-01-01 09:47:00,"[306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 09:47:47.000,47.0,"{306221807: '2022-01-01 09:47:00', 306221802: '2022-01-01 09:47:11', 306221804: '2022-01-01 09:47:23', 308304289: '2022-01-01 09:47:35', 308304288: '2022-01-01 09:47:47'}"
2138,2138,306222462,306219024,1,7,31,2022-01-01 07:31:00,"[306222462, 306218723, 306219024]",2022-01-01 07:33:44.700,164.7,"{306222462: '2022-01-01 07:31:00', 306218723: '2022-01-01 07:32:22', 306219024: '2022-01-01 07:33:44'}"
2139,2139,306222385,7756059875,1,18,19,2022-01-01 18:19:00,"[306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059875]",2022-01-01 18:20:27.600,87.6,"{306222385: '2022-01-01 18:19:00', 306222128: '2022-01-01 18:19:12', 307662242: '2022-01-01 18:19:25', 309450366: '2022-01-01 18:19:37', 307662284: '2022-01-01 18:19:50', 307661801: '2022-01-01 18:20:02', 307662149: '2022-01-01 18:20:15', 7756059875: '2022-01-01 18:20:27'}"
2140,2140,306222676,306226719,1,13,12,2022-01-01 13:12:00,"[306222676, 306221960, 306221900, 306222385, 306222128, 309450229, 306226719]",2022-01-01 13:12:31.600,31.6,"{306222676: '2022-01-01 13:12:00', 306221960: '2022-01-01 13:12:05', 306221900: '2022-01-01 13:12:10', 306222385: '2022-01-01 13:12:15', 306222128: '2022-01-01 13:12:21', 309450229: '2022-01-01 13:12:26', 306226719: '2022-01-01 13:12:31'}"
2141,2141,307662238,290333858,1,21,29,2022-01-01 21:29:00,"[307662238, 354863048, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 21:34:27.500,327.5,"{307662238: '2022-01-01 21:29:00', 354863048: '2022-01-01 21:29:32', 309450366: '2022-01-01 21:30:05', 307662284: '2022-01-01 21:30:38', 307662889: '2022-01-01 21:31:11', 307663269: '2022-01-01 21:31:43', 304525639: '2022-01-01 21:32:16', 290333444: '2022-01-01 21:32:49', 290333443: '2022-01-01 21:33:22', 307664257: '2022-01-01 21:33:54', 290333858: '2022-01-01 21:34:27'}"
2142,2142,7756059875,306225000,1,3,51,2022-01-01 03:51:00,"[7756059875, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000]",2022-01-01 03:53:25.600,145.6,"{7756059875: '2022-01-01 03:51:00', 307662149: '2022-01-01 03:51:11', 307661801: '2022-01-01 03:51:22', 307662284: '2022-01-01 03:51:33', 309450366: '2022-01-01 03:51:44', 307662242: '2022-01-01 03:51:56', 306222128: '2022-01-01 03:52:07', 306222385: '2022-01-01 03:52:18', 306221900: '2022-01-01 03:52:29', 306225115: '2022-01-01 03:52:40', 306225011: '2022-01-01 03:52:52', 306225009: '2022-01-01 03:53:03', 306224552: '2022-01-01 03:53:14', 306225000: '2022-01-01 03:53:25'}"
2143,2143,306221765,307664257,1,5,0,2022-01-01 05:00:00,"[306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257]",2022-01-01 05:05:39.100,339.1,"{306221765: '2022-01-01 05:00:00', 306225000: '2022-01-01 05:00:21', 306221653: '2022-01-01 05:00:42', 306225011: '2022-01-01 05:01:03', 306225115: '2022-01-01 05:01:24', 306221900: '2022-01-01 05:01:45', 306222385: '2022-01-01 05:02:07', 306222128: '2022-01-01 05:02:28', 307662242: '2022-01-01 05:02:49', 309450366: '2022-01-01 05:03:10', 307662284: '2022-01-01 05:03:31', 307662889: '2022-01-01 05:03:53', 307663269: '2022-01-01 05:04:14', 304525639: '2022-01-01 05:04:35', 290333444: '2022-01-01 05:04:56', 290333443: '2022-01-01 05:05:17', 307664257: '2022-01-01 05:05:39'}"
2144,2144,308304288,290333443,1,8,43,2022-01-01 08:43:00,"[308304288, 308304289, 306221804, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443]",2022-01-01 08:49:31.800,391.8,"{308304288: '2022-01-01 08:43:00', 308304289: '2022-01-01 08:43:19', 306221804: '2022-01-01 08:43:39', 306221802: '2022-01-01 08:43:58', 306221807: '2022-01-01 08:44:18', 306221765: '2022-01-01 08:44:37', 306225000: '2022-01-01 08:44:57', 306221653: '2022-01-01 08:45:17', 306225011: '2022-01-01 08:45:36', 306225115: '2022-01-01 08:45:56', 306221900: '2022-01-01 08:46:15', 306222385: '2022-01-01 08:46:35', 306222128: '2022-01-01 08:46:55', 307662242: '2022-01-01 08:47:14', 309450366: '2022-01-01 08:47:34', 307662284: '2022-01-01 08:47:53', 307662889: '2022-01-01 08:48:13', 307663269: '2022-01-01 08:48:33', 304525639: '2022-01-01 08:48:52', 290333444: '2022-01-01 08:49:12', 290333443: '2022-01-01 08:49:31'}"
2145,2145,354863308,297675884,1,2,47,2022-01-01 02:47:00,"[354863308, 307662238, 354863048, 309450366, 307662284, 307662889, 307663269, 297675884]",2022-01-01 02:51:13.100,253.1,"{354863308: '2022-01-01 02:47:00', 307662238: '2022-01-01 02:47:36', 354863048: '2022-01-01 02:48:12', 309450366: '2022-01-01 02:48:48', 307662284: '2022-01-01 02:49:24', 307662889: '2022-01-01 02:50:00', 307663269: '2022-01-01 02:50:36', 297675884: '2022-01-01 02:51:13'}"
2146,2146,307664257,306222676,1,4,35,2022-01-01 04:35:00,"[307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676]",2022-01-01 04:39:44.900,284.9,"{307664257: '2022-01-01 04:35:00', 290333443: '2022-01-01 04:35:21', 290333444: '2022-01-01 04:35:43', 304525639: '2022-01-01 04:36:05', 307663269: '2022-01-01 04:36:27', 307662889: '2022-01-01 04:36:49', 307662284: '2022-01-01 04:37:11', 309450366: '2022-01-01 04:37:33', 307662242: '2022-01-01 04:37:55', 306222128: '2022-01-01 04:38:17', 306222385: '2022-01-01 04:38:39', 306221900: '2022-01-01 04:39:01', 306221960: '2022-01-01 04:39:22', 306222676: '2022-01-01 04:39:44'}"
2147,2147,399384843,307662284,1,12,40,2022-01-01 12:40:00,"[399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284]",2022-01-01 12:41:02.900,62.9,"{399384843: '2022-01-01 12:40:00', 306221941: '2022-01-01 12:40:06', 306222676: '2022-01-01 12:40:13', 306221960: '2022-01-01 12:40:20', 306221900: '2022-01-01 12:40:27', 306222385: '2022-01-01 12:40:34', 306222128: '2022-01-01 12:40:41', 307662242: '2022-01-01 12:40:48', 309450366: '2022-01-01 12:40:55', 307662284: '2022-01-01 12:41:02'}"
2148,2148,309450229,290333444,1,5,47,2022-01-01 05:47:00,"[309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 05:51:18.500,258.5,"{309450229: '2022-01-01 05:47:00', 306222128: '2022-01-01 05:47:32', 307662242: '2022-01-01 05:48:04', 309450366: '2022-01-01 05:48:36', 307662284: '2022-01-01 05:49:09', 307662889: '2022-01-01 05:49:41', 307663269: '2022-01-01 05:50:13', 304525639: '2022-01-01 05:50:46', 290333444: '2022-01-01 05:51:18'}"
2149,2149,290333444,3023405356,1,20,58,2022-01-01 20:58:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 21:03:59.300,359.3,"{290333444: '2022-01-01 20:58:00', 304525639: '2022-01-01 20:58:21', 307663269: '2022-01-01 20:58:42', 307662889: '2022-01-01 20:59:03', 307662284: '2022-01-01 20:59:24', 309450366: '2022-01-01 20:59:45', 307662242: '2022-01-01 21:00:06', 306222128: '2022-01-01 21:00:27', 306222385: '2022-01-01 21:00:49', 306221900: '2022-01-01 21:01:10', 306225115: '2022-01-01 21:01:31', 306225011: '2022-01-01 21:01:52', 306221653: '2022-01-01 21:02:13', 306225000: '2022-01-01 21:02:34', 306221765: '2022-01-01 21:02:55', 306221807: '2022-01-01 21:03:17', 306221802: '2022-01-01 21:03:38', 3023405356: '2022-01-01 21:03:59'}"
2150,2150,306222385,7756059845,1,4,7,2022-01-01 04:07:00,"[306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845]",2022-01-01 04:08:11.200,71.2,"{306222385: '2022-01-01 04:07:00', 306222128: '2022-01-01 04:07:10', 307662242: '2022-01-01 04:07:20', 309450366: '2022-01-01 04:07:30', 307662284: '2022-01-01 04:07:40', 307661801: '2022-01-01 04:07:50', 307662149: '2022-01-01 04:08:01', 7756059845: '2022-01-01 04:08:11'}"
2151,2151,307662199,290333400,1,2,19,2022-01-01 02:19:00,"[307662199, 307662198, 307661801, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 02:23:07.400,247.4,"{307662199: '2022-01-01 02:19:00', 307662198: '2022-01-01 02:19:30', 307661801: '2022-01-01 02:20:01', 307662284: '2022-01-01 02:20:32', 307662889: '2022-01-01 02:21:03', 307663269: '2022-01-01 02:21:34', 304525639: '2022-01-01 02:22:05', 290333444: '2022-01-01 02:22:36', 290333400: '2022-01-01 02:23:07'}"
2152,2152,280430536,7756059845,1,9,55,2022-01-01 09:55:00,"[280430536, 307661801, 307662149, 7756059845]",2022-01-01 09:55:41.800,41.8,"{280430536: '2022-01-01 09:55:00', 307661801: '2022-01-01 09:55:13', 307662149: '2022-01-01 09:55:27', 7756059845: '2022-01-01 09:55:41'}"
2153,2153,280324476,306222128,1,3,9,2022-01-01 03:09:00,"[280324476, 280324485, 307662889, 307662284, 309450366, 307662242, 306222128]",2022-01-01 03:13:35.500,275.5,"{280324476: '2022-01-01 03:09:00', 280324485: '2022-01-01 03:09:45', 307662889: '2022-01-01 03:10:31', 307662284: '2022-01-01 03:11:17', 309450366: '2022-01-01 03:12:03', 307662242: '2022-01-01 03:12:49', 306222128: '2022-01-01 03:13:35'}"
2154,2154,306218723,307662284,1,12,55,2022-01-01 12:55:00,"[306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 307662284]",2022-01-01 12:57:55.700,175.7,"{306218723: '2022-01-01 12:55:00', 306222462: '2022-01-01 12:55:25', 306226719: '2022-01-01 12:55:50', 309450229: '2022-01-01 12:56:15', 306222128: '2022-01-01 12:56:40', 307662242: '2022-01-01 12:57:05', 309450366: '2022-01-01 12:57:30', 307662284: '2022-01-01 12:57:55'}"
2155,2155,306226719,7756059875,1,7,41,2022-01-01 07:41:00,"[306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059875]",2022-01-01 07:42:26.200,86.2,"{306226719: '2022-01-01 07:41:00', 309450229: '2022-01-01 07:41:10', 306222128: '2022-01-01 07:41:21', 307662242: '2022-01-01 07:41:32', 309450366: '2022-01-01 07:41:43', 307662284: '2022-01-01 07:41:53', 307661801: '2022-01-01 07:42:04', 307662149: '2022-01-01 07:42:15', 7756059875: '2022-01-01 07:42:26'}"
2156,2156,306225000,291556214,1,3,17,2022-01-01 03:17:00,"[306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884, 291556214]",2022-01-01 03:23:01.700,361.7,"{306225000: '2022-01-01 03:17:00', 306224552: '2022-01-01 03:17:25', 306225009: '2022-01-01 03:17:51', 306225011: '2022-01-01 03:18:17', 306225115: '2022-01-01 03:18:43', 306221900: '2022-01-01 03:19:09', 306222385: '2022-01-01 03:19:35', 306222128: '2022-01-01 03:20:00', 307662242: '2022-01-01 03:20:26', 309450366: '2022-01-01 03:20:52', 307662284: '2022-01-01 03:21:18', 307662889: '2022-01-01 03:21:44', 307663269: '2022-01-01 03:22:10', 297675884: '2022-01-01 03:22:35', 291556214: '2022-01-01 03:23:01'}"
2157,2157,309450340,354863048,1,17,23,2022-01-01 17:23:00,"[309450340, 1633571571, 354863308, 307662238, 354863048]",2022-01-01 17:23:34.900,34.9,"{309450340: '2022-01-01 17:23:00', 1633571571: '2022-01-01 17:23:08', 354863308: '2022-01-01 17:23:17', 307662238: '2022-01-01 17:23:26', 354863048: '2022-01-01 17:23:34'}"
2158,2158,307662238,309441548,1,0,38,2022-01-01 00:38:00,"[307662238, 354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547, 309441548]",2022-01-01 00:40:14.500,134.5,"{307662238: '2022-01-01 00:38:00', 354863308: '2022-01-01 00:38:10', 1633571571: '2022-01-01 00:38:20', 309450229: '2022-01-01 00:38:31', 306222128: '2022-01-01 00:38:41', 306222385: '2022-01-01 00:38:51', 306221900: '2022-01-01 00:39:02', 306221960: '2022-01-01 00:39:12', 306222676: '2022-01-01 00:39:22', 306221941: '2022-01-01 00:39:33', 399384843: '2022-01-01 00:39:43', 306221950: '2022-01-01 00:39:53', 309441547: '2022-01-01 00:40:04', 309441548: '2022-01-01 00:40:14'}"
2159,2159,399384843,306221807,1,16,34,2022-01-01 16:34:00,"[399384843, 306221941, 306222676, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807]",2022-01-01 16:35:20.500,80.5,"{399384843: '2022-01-01 16:34:00', 306221941: '2022-01-01 16:34:10', 306222676: '2022-01-01 16:34:20', 306225115: '2022-01-01 16:34:30', 306225011: '2022-01-01 16:34:40', 306221653: '2022-01-01 16:34:50', 306225000: '2022-01-01 16:35:00', 306221765: '2022-01-01 16:35:10', 306221807: '2022-01-01 16:35:20'}"
2160,2160,290333444,309441547,1,18,25,2022-01-01 18:25:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547]",2022-01-01 18:30:59.600,359.6,"{290333444: '2022-01-01 18:25:00', 304525639: '2022-01-01 18:25:23', 307663269: '2022-01-01 18:25:47', 307662889: '2022-01-01 18:26:11', 307662284: '2022-01-01 18:26:35', 309450366: '2022-01-01 18:26:59', 307662242: '2022-01-01 18:27:23', 306222128: '2022-01-01 18:27:47', 306222385: '2022-01-01 18:28:11', 306221900: '2022-01-01 18:28:35', 306221960: '2022-01-01 18:28:59', 306222676: '2022-01-01 18:29:23', 306221941: '2022-01-01 18:29:47', 399384843: '2022-01-01 18:30:11', 306221950: '2022-01-01 18:30:35', 309441547: '2022-01-01 18:30:59'}"
2161,2161,307662149,307662242,1,4,34,2022-01-01 04:34:00,"[307662149, 307661801, 307662284, 309450366, 307662242]",2022-01-01 04:34:36.300,36.3,"{307662149: '2022-01-01 04:34:00', 307661801: '2022-01-01 04:34:09', 307662284: '2022-01-01 04:34:18', 309450366: '2022-01-01 04:34:27', 307662242: '2022-01-01 04:34:36'}"
2162,2162,280324491,306221807,1,19,41,2022-01-01 19:41:00,"[280324491, 280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807]",2022-01-01 19:46:48.300,348.3,"{280324491: '2022-01-01 19:41:00', 280324485: '2022-01-01 19:41:23', 307662889: '2022-01-01 19:41:46', 307662284: '2022-01-01 19:42:09', 309450366: '2022-01-01 19:42:32', 307662242: '2022-01-01 19:42:56', 306222128: '2022-01-01 19:43:19', 306222385: '2022-01-01 19:43:42', 306221900: '2022-01-01 19:44:05', 306225115: '2022-01-01 19:44:28', 306225011: '2022-01-01 19:44:52', 306225009: '2022-01-01 19:45:15', 306224552: '2022-01-01 19:45:38', 306225000: '2022-01-01 19:46:01', 306221765: '2022-01-01 19:46:25', 306221807: '2022-01-01 19:46:48'}"
2163,2163,306221671,309450340,1,8,26,2022-01-01 08:26:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 08:27:54.400,114.4,"{306221671: '2022-01-01 08:26:00', 306221807: '2022-01-01 08:26:08', 306221765: '2022-01-01 08:26:17', 306225000: '2022-01-01 08:26:26', 306224552: '2022-01-01 08:26:35', 306225009: '2022-01-01 08:26:44', 306225011: '2022-01-01 08:26:52', 306225115: '2022-01-01 08:27:01', 306221900: '2022-01-01 08:27:10', 306222385: '2022-01-01 08:27:19', 306222128: '2022-01-01 08:27:28', 309450229: '2022-01-01 08:27:36', 1633571571: '2022-01-01 08:27:45', 309450340: '2022-01-01 08:27:54'}"
2164,2164,1479963453,307664242,1,12,36,2022-01-01 12:36:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242]",2022-01-01 12:43:53.800,473.8,"{1479963453: '2022-01-01 12:36:00', 309441562: '2022-01-01 12:36:23', 309441547: '2022-01-01 12:36:47', 306221950: '2022-01-01 12:37:11', 399384843: '2022-01-01 12:37:34', 306221941: '2022-01-01 12:37:58', 306222676: '2022-01-01 12:38:22', 306221960: '2022-01-01 12:38:45', 306221900: '2022-01-01 12:39:09', 306222385: '2022-01-01 12:39:33', 306222128: '2022-01-01 12:39:56', 307662242: '2022-01-01 12:40:20', 309450366: '2022-01-01 12:40:44', 307662284: '2022-01-01 12:41:07', 307662889: '2022-01-01 12:41:31', 307663269: '2022-01-01 12:41:55', 304525639: '2022-01-01 12:42:19', 290333444: '2022-01-01 12:42:42', 290333443: '2022-01-01 12:43:06', 307664257: '2022-01-01 12:43:30', 307664242: '2022-01-01 12:43:53'}"
2165,2165,1633571571,306222676,1,12,35,2022-01-01 12:35:00,"[1633571571, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676]",2022-01-01 12:35:32.100,32.1,"{1633571571: '2022-01-01 12:35:00', 309450229: '2022-01-01 12:35:05', 306222128: '2022-01-01 12:35:10', 306222385: '2022-01-01 12:35:16', 306221900: '2022-01-01 12:35:21', 306221960: '2022-01-01 12:35:26', 306222676: '2022-01-01 12:35:32'}"
2166,2166,306225115,308304288,1,5,47,2022-01-01 05:47:00,"[306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 05:48:39.900,99.9,"{306225115: '2022-01-01 05:47:00', 306225011: '2022-01-01 05:47:09', 306225009: '2022-01-01 05:47:19', 306224552: '2022-01-01 05:47:29', 306225000: '2022-01-01 05:47:39', 306221765: '2022-01-01 05:47:49', 306221807: '2022-01-01 05:47:59', 306221802: '2022-01-01 05:48:09', 306221804: '2022-01-01 05:48:19', 308304289: '2022-01-01 05:48:29', 308304288: '2022-01-01 05:48:39'}"
2167,2167,280430536,307662889,1,2,36,2022-01-01 02:36:00,"[280430536, 307661801, 307662284, 307662889]",2022-01-01 02:38:21.200,141.2,"{280430536: '2022-01-01 02:36:00', 307661801: '2022-01-01 02:36:47', 307662284: '2022-01-01 02:37:34', 307662889: '2022-01-01 02:38:21'}"
2168,2168,290333443,306222676,1,22,50,2022-01-01 22:50:00,"[290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676]",2022-01-01 22:54:40.100,280.1,"{290333443: '2022-01-01 22:50:00', 290333444: '2022-01-01 22:50:23', 304525639: '2022-01-01 22:50:46', 307663269: '2022-01-01 22:51:10', 307662889: '2022-01-01 22:51:33', 307662284: '2022-01-01 22:51:56', 309450366: '2022-01-01 22:52:20', 307662242: '2022-01-01 22:52:43', 306222128: '2022-01-01 22:53:06', 306222385: '2022-01-01 22:53:30', 306221900: '2022-01-01 22:53:53', 306221960: '2022-01-01 22:54:16', 306222676: '2022-01-01 22:54:40'}"
2169,2169,3023405356,306225115,1,7,33,2022-01-01 07:33:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115]",2022-01-01 07:34:10.300,70.3,"{3023405356: '2022-01-01 07:33:00', 306221802: '2022-01-01 07:33:10', 306221807: '2022-01-01 07:33:20', 306221765: '2022-01-01 07:33:30', 306225000: '2022-01-01 07:33:40', 306221653: '2022-01-01 07:33:50', 306225011: '2022-01-01 07:34:00', 306225115: '2022-01-01 07:34:10'}"
2170,2170,2586413037,306221807,1,8,27,2022-01-01 08:27:00,"[2586413037, 306221941, 306222676, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807]",2022-01-01 08:28:32.600,92.6,"{2586413037: '2022-01-01 08:27:00', 306221941: '2022-01-01 08:27:10', 306222676: '2022-01-01 08:27:20', 306225115: '2022-01-01 08:27:30', 306225011: '2022-01-01 08:27:41', 306225009: '2022-01-01 08:27:51', 306224552: '2022-01-01 08:28:01', 306225000: '2022-01-01 08:28:12', 306221765: '2022-01-01 08:28:22', 306221807: '2022-01-01 08:28:32'}"
2171,2171,307662238,309450234,1,3,42,2022-01-01 03:42:00,"[307662238, 354863308, 309450234]",2022-01-01 03:42:11.200,11.2,"{307662238: '2022-01-01 03:42:00', 354863308: '2022-01-01 03:42:05', 309450234: '2022-01-01 03:42:11'}"
2172,2172,280324491,290333858,1,21,25,2022-01-01 21:25:00,"[280324491, 280324485, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 21:30:02.400,302.4,"{280324491: '2022-01-01 21:25:00', 280324485: '2022-01-01 21:25:37', 307662889: '2022-01-01 21:26:15', 307663269: '2022-01-01 21:26:53', 304525639: '2022-01-01 21:27:31', 290333444: '2022-01-01 21:28:09', 290333443: '2022-01-01 21:28:46', 307664257: '2022-01-01 21:29:24', 290333858: '2022-01-01 21:30:02'}"
2173,2173,3023405360,306221804,1,0,10,2022-01-01 00:10:00,"[3023405360, 306221765, 306221807, 306221802, 306221804]",2022-01-01 00:10:39.300,39.3,"{3023405360: '2022-01-01 00:10:00', 306221765: '2022-01-01 00:10:09', 306221807: '2022-01-01 00:10:19', 306221802: '2022-01-01 00:10:29', 306221804: '2022-01-01 00:10:39'}"
2174,2174,306221950,306226719,1,6,10,2022-01-01 06:10:00,"[306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 309450229, 306226719]",2022-01-01 06:11:04.800,64.8,"{306221950: '2022-01-01 06:10:00', 399384843: '2022-01-01 06:10:07', 306221941: '2022-01-01 06:10:14', 306222676: '2022-01-01 06:10:21', 306221960: '2022-01-01 06:10:28', 306221900: '2022-01-01 06:10:36', 306222385: '2022-01-01 06:10:43', 306222128: '2022-01-01 06:10:50', 309450229: '2022-01-01 06:10:57', 306226719: '2022-01-01 06:11:04'}"
2175,2175,7756059836,307663269,1,19,27,2022-01-01 19:27:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 307662889, 307663269]",2022-01-01 19:30:44.800,224.8,"{7756059836: '2022-01-01 19:27:00', 7756059845: '2022-01-01 19:27:37', 307662149: '2022-01-01 19:28:14', 307661801: '2022-01-01 19:28:52', 307662284: '2022-01-01 19:29:29', 307662889: '2022-01-01 19:30:07', 307663269: '2022-01-01 19:30:44'}"
2176,2176,307662242,297675884,1,11,48,2022-01-01 11:48:00,"[307662242, 309450366, 307662284, 307662889, 307663269, 297675884]",2022-01-01 11:51:46.000,226.0,"{307662242: '2022-01-01 11:48:00', 309450366: '2022-01-01 11:48:45', 307662284: '2022-01-01 11:49:30', 307662889: '2022-01-01 11:50:15', 307663269: '2022-01-01 11:51:00', 297675884: '2022-01-01 11:51:46'}"
2177,2177,309450229,290333444,1,23,1,2022-01-01 23:01:00,"[309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 23:05:18.500,258.5,"{309450229: '2022-01-01 23:01:00', 306222128: '2022-01-01 23:01:32', 307662242: '2022-01-01 23:02:04', 309450366: '2022-01-01 23:02:36', 307662284: '2022-01-01 23:03:09', 307662889: '2022-01-01 23:03:41', 307663269: '2022-01-01 23:04:13', 304525639: '2022-01-01 23:04:46', 290333444: '2022-01-01 23:05:18'}"
