,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps,route_length,passenger_count,provider,total_price
2026,2026,307662238,2586413037,1,0,46,2022-01-01 00:46:00,"[307662238, 354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 2586413037]",2022-01-01 00:47:14.400,74.4,"{307662238: '2022-01-01 00:46:00', 354863308: '2022-01-01 00:46:07', 1633571571: '2022-01-01 00:46:14', 309450229: '2022-01-01 00:46:22', 306222128: '2022-01-01 00:46:29', 306222385: '2022-01-01 00:46:37', 306221900: '2022-01-01 00:46:44', 306221960: '2022-01-01 00:46:52', 306222676: '2022-01-01 00:46:59', 306221941: '2022-01-01 00:47:06', 2586413037: '2022-01-01 00:47:14'}",600.1264008704233,3,1,5.690144652963043
2027,2027,7756059836,290333444,1,11,4,2022-01-01 11:04:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 11:08:16.200,256.2,"{7756059836: '2022-01-01 11:04:00', 7756059845: '2022-01-01 11:04:32', 307662149: '2022-01-01 11:05:04', 307661801: '2022-01-01 11:05:36', 307662284: '2022-01-01 11:06:08', 307662889: '2022-01-01 11:06:40', 307663269: '2022-01-01 11:07:12', 304525639: '2022-01-01 11:07:44', 290333444: '2022-01-01 11:08:16'}",2108.651777084018,2,1,5.690144652963043
2028,2028,307662199,304525639,1,20,44,2022-01-01 20:44:00,"[307662199, 307662198, 307661801, 307662284, 307662889, 307663269, 304525639]",2022-01-01 20:47:41.300,221.3,"{307662199: '2022-01-01 20:44:00', 307662198: '2022-01-01 20:44:36', 307661801: '2022-01-01 20:45:13', 307662284: '2022-01-01 20:45:50', 307662889: '2022-01-01 20:46:27', 307663269: '2022-01-01 20:47:04', 304525639: '2022-01-01 20:47:41'}",1825.4250101574587,4,2,4.450723264815215
2029,2029,297675884,306221765,1,16,35,2022-01-01 16:35:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765]",2022-01-01 16:40:08.900,308.9,"{297675884: '2022-01-01 16:35:00', 307663269: '2022-01-01 16:35:23', 307662889: '2022-01-01 16:35:47', 307662284: '2022-01-01 16:36:11', 309450366: '2022-01-01 16:36:35', 307662242: '2022-01-01 16:36:58', 306222128: '2022-01-01 16:37:22', 306222385: '2022-01-01 16:37:46', 306221900: '2022-01-01 16:38:10', 306225115: '2022-01-01 16:38:33', 306225011: '2022-01-01 16:38:57', 306221653: '2022-01-01 16:39:21', 306225000: '2022-01-01 16:39:45', 306221765: '2022-01-01 16:40:08'}",2548.6548520615215,4,2,4.450723264815215
2030,2030,306221802,306219024,1,7,9,2022-01-01 07:09:00,"[306221802, 306221804, 308304289, 306218723, 306219024]",2022-01-01 07:12:27.900,207.9,"{306221802: '2022-01-01 07:09:00', 306221804: '2022-01-01 07:09:51', 308304289: '2022-01-01 07:10:43', 306218723: '2022-01-01 07:11:35', 306219024: '2022-01-01 07:12:27'}",1678.597242503972,1,1,5.690144652963043
2031,2031,306221653,1633571571,1,5,17,2022-01-01 05:17:00,"[306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571]",2022-01-01 05:18:01.900,61.9,"{306221653: '2022-01-01 05:17:00', 306225011: '2022-01-01 05:17:08', 306225115: '2022-01-01 05:17:17', 306221900: '2022-01-01 05:17:26', 306222385: '2022-01-01 05:17:35', 306222128: '2022-01-01 05:17:44', 309450229: '2022-01-01 05:17:53', 1633571571: '2022-01-01 05:18:01'}",504.2433969308913,1,2,4.450723264815215
2032,2032,307664242,307662889,1,21,59,2022-01-01 21:59:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889]",2022-01-01 22:01:42.100,162.1,"{307664242: '2022-01-01 21:59:00', 307664257: '2022-01-01 21:59:27', 290333443: '2022-01-01 21:59:54', 290333444: '2022-01-01 22:00:21', 304525639: '2022-01-01 22:00:48', 307663269: '2022-01-01 22:01:15', 307662889: '2022-01-01 22:01:42'}",1308.52963127988,1,1,5.690144652963043
2033,2033,3023405356,354863048,1,6,45,2022-01-01 06:45:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 354863048]",2022-01-01 06:47:16.900,136.9,"{3023405356: '2022-01-01 06:45:00', 306221802: '2022-01-01 06:45:10', 306221807: '2022-01-01 06:45:21', 306221765: '2022-01-01 06:45:31', 306225000: '2022-01-01 06:45:42', 306221653: '2022-01-01 06:45:52', 306225011: '2022-01-01 06:46:03', 306225115: '2022-01-01 06:46:13', 306221900: '2022-01-01 06:46:24', 306222385: '2022-01-01 06:46:34', 306222128: '2022-01-01 06:46:45', 307662242: '2022-01-01 06:46:55', 309450366: '2022-01-01 06:47:06', 354863048: '2022-01-01 06:47:16'}",1125.8462081547477,3,1,5.690144652963043
2034,2034,354863308,307662149,1,17,55,2022-01-01 17:55:00,"[354863308, 307662238, 354863048, 307662198, 307661801, 307662149]",2022-01-01 17:55:46.200,46.2,"{354863308: '2022-01-01 17:55:00', 307662238: '2022-01-01 17:55:09', 354863048: '2022-01-01 17:55:18', 307662198: '2022-01-01 17:55:27', 307661801: '2022-01-01 17:55:36', 307662149: '2022-01-01 17:55:46'}",336.0419045126937,2,1,5.690144652963043
2035,2035,290333444,307662198,1,13,49,2022-01-01 13:49:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 307661801, 307662198]",2022-01-01 13:53:01.100,241.1,"{290333444: '2022-01-01 13:49:00', 304525639: '2022-01-01 13:49:40', 307663269: '2022-01-01 13:50:20', 307662889: '2022-01-01 13:51:00', 307662284: '2022-01-01 13:51:40', 307661801: '2022-01-01 13:52:20', 307662198: '2022-01-01 13:53:01'}",1986.3767798497786,4,3,3.3802893059260857
2036,2036,309441548,307662199,1,12,11,2022-01-01 12:11:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662198, 307662199]",2022-01-01 12:13:33.800,153.8,"{309441548: '2022-01-01 12:11:00', 309441562: '2022-01-01 12:11:09', 309441547: '2022-01-01 12:11:19', 306221950: '2022-01-01 12:11:28', 399384843: '2022-01-01 12:11:38', 306221941: '2022-01-01 12:11:48', 306222676: '2022-01-01 12:11:57', 306221960: '2022-01-01 12:12:07', 306221900: '2022-01-01 12:12:16', 306222385: '2022-01-01 12:12:26', 306222128: '2022-01-01 12:12:36', 307662242: '2022-01-01 12:12:45', 309450366: '2022-01-01 12:12:55', 307662284: '2022-01-01 12:13:04', 307661801: '2022-01-01 12:13:14', 307662198: '2022-01-01 12:13:24', 307662199: '2022-01-01 12:13:33'}",1271.2417229881419,3,1,5.690144652963043
2037,2037,306219024,309450229,1,18,17,2022-01-01 18:17:00,"[306219024, 306218723, 306222462, 306226719, 309450229]",2022-01-01 18:20:58.100,238.1,"{306219024: '2022-01-01 18:17:00', 306218723: '2022-01-01 18:17:59', 306222462: '2022-01-01 18:18:59', 306226719: '2022-01-01 18:19:58', 309450229: '2022-01-01 18:20:58'}",1918.089532850623,2,1,5.690144652963043
2038,2038,306221807,290333858,1,10,29,2022-01-01 10:29:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 10:35:41.100,401.1,"{306221807: '2022-01-01 10:29:00', 306221765: '2022-01-01 10:29:21', 306225000: '2022-01-01 10:29:42', 306224552: '2022-01-01 10:30:03', 306225009: '2022-01-01 10:30:24', 306225011: '2022-01-01 10:30:45', 306225115: '2022-01-01 10:31:06', 306221900: '2022-01-01 10:31:27', 306222385: '2022-01-01 10:31:48', 306222128: '2022-01-01 10:32:09', 307662242: '2022-01-01 10:32:31', 309450366: '2022-01-01 10:32:52', 307662284: '2022-01-01 10:33:13', 307662889: '2022-01-01 10:33:34', 307663269: '2022-01-01 10:33:55', 304525639: '2022-01-01 10:34:16', 290333444: '2022-01-01 10:34:37', 290333443: '2022-01-01 10:34:58', 307664257: '2022-01-01 10:35:19', 290333858: '2022-01-01 10:35:41'}",3301.0519573945066,4,1,5.690144652963043
2039,2039,307664334,306225011,1,18,47,2022-01-01 18:47:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011]",2022-01-01 18:52:48.200,348.2,"{307664334: '2022-01-01 18:47:00', 307664242: '2022-01-01 18:47:23', 307664257: '2022-01-01 18:47:46', 290333443: '2022-01-01 18:48:09', 290333444: '2022-01-01 18:48:32', 304525639: '2022-01-01 18:48:56', 307663269: '2022-01-01 18:49:19', 307662889: '2022-01-01 18:49:42', 307662284: '2022-01-01 18:50:05', 309450366: '2022-01-01 18:50:28', 307662242: '2022-01-01 18:50:52', 306222128: '2022-01-01 18:51:15', 306222385: '2022-01-01 18:51:38', 306221900: '2022-01-01 18:52:01', 306225115: '2022-01-01 18:52:24', 306225011: '2022-01-01 18:52:48'}",2847.014073370799,3,1,5.690144652963043
2040,2040,307662284,290333443,1,17,31,2022-01-01 17:31:00,"[307662284, 307662889, 307663269, 304525639, 290333444, 290333443]",2022-01-01 17:34:50.500,230.5,"{307662284: '2022-01-01 17:31:00', 307662889: '2022-01-01 17:31:46', 307663269: '2022-01-01 17:32:32', 304525639: '2022-01-01 17:33:18', 290333444: '2022-01-01 17:34:04', 290333443: '2022-01-01 17:34:50'}",1899.2160704582218,3,2,4.450723264815215
2041,2041,1479963453,309450366,1,19,17,2022-01-01 19:17:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366]",2022-01-01 19:20:10.100,190.1,"{1479963453: '2022-01-01 19:17:00', 309441562: '2022-01-01 19:17:15', 309441547: '2022-01-01 19:17:31', 306221950: '2022-01-01 19:17:47', 399384843: '2022-01-01 19:18:03', 306221941: '2022-01-01 19:18:19', 306222676: '2022-01-01 19:18:35', 306221960: '2022-01-01 19:18:50', 306221900: '2022-01-01 19:19:06', 306222385: '2022-01-01 19:19:22', 306222128: '2022-01-01 19:19:38', 307662242: '2022-01-01 19:19:54', 309450366: '2022-01-01 19:20:10'}",1570.5074830529886,3,2,4.450723264815215
2042,2042,306219024,3023405356,1,22,26,2022-01-01 22:26:00,"[306219024, 306218723, 308304289, 306221804, 3023405356]",2022-01-01 22:29:28.100,208.1,"{306219024: '2022-01-01 22:26:00', 306218723: '2022-01-01 22:26:52', 308304289: '2022-01-01 22:27:44', 306221804: '2022-01-01 22:28:36', 3023405356: '2022-01-01 22:29:28'}",1680.0708972482564,2,1,5.690144652963043
2043,2043,309450229,306225115,1,1,15,2022-01-01 01:15:00,"[309450229, 306222128, 306222385, 306221900, 306225115]",2022-01-01 01:15:31.700,31.7,"{309450229: '2022-01-01 01:15:00', 306222128: '2022-01-01 01:15:07', 306222385: '2022-01-01 01:15:15', 306221900: '2022-01-01 01:15:23', 306225115: '2022-01-01 01:15:31'}",260.14935939248596,3,3,3.3802893059260857
2044,2044,309441548,306221950,1,17,57,2022-01-01 17:57:00,"[309441548, 309441562, 309441547, 306221950]",2022-01-01 17:57:54.800,54.8,"{309441548: '2022-01-01 17:57:00', 309441562: '2022-01-01 17:57:18', 309441547: '2022-01-01 17:57:36', 306221950: '2022-01-01 17:57:54'}",455.630918289227,3,2,4.450723264815215
2045,2045,307662238,306222383,1,18,15,2022-01-01 18:15:00,"[307662238, 354863308, 1633571571, 309450229, 306222128, 306222385, 306222383]",2022-01-01 18:15:52.600,52.6,"{307662238: '2022-01-01 18:15:00', 354863308: '2022-01-01 18:15:08', 1633571571: '2022-01-01 18:15:17', 309450229: '2022-01-01 18:15:26', 306222128: '2022-01-01 18:15:35', 306222385: '2022-01-01 18:15:43', 306222383: '2022-01-01 18:15:52'}",432.43612363581894,1,1,5.690144652963043
2046,2046,306225115,309450366,1,2,40,2022-01-01 02:40:00,"[306225115, 306221900, 306222385, 306222128, 307662242, 309450366]",2022-01-01 02:40:49.000,49.0,"{306225115: '2022-01-01 02:40:00', 306221900: '2022-01-01 02:40:09', 306222385: '2022-01-01 02:40:19', 306222128: '2022-01-01 02:40:29', 307662242: '2022-01-01 02:40:39', 309450366: '2022-01-01 02:40:49'}",402.80038280824294,1,2,4.450723264815215
2047,2047,1479963453,1633571571,1,13,57,2022-01-01 13:57:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 309450229, 1633571571]",2022-01-01 14:00:05.000,185.0,"{1479963453: '2022-01-01 13:57:00', 309441562: '2022-01-01 13:57:15', 309441547: '2022-01-01 13:57:30', 306221950: '2022-01-01 13:57:46', 399384843: '2022-01-01 13:58:01', 306221941: '2022-01-01 13:58:17', 306222676: '2022-01-01 13:58:32', 306221960: '2022-01-01 13:58:47', 306221900: '2022-01-01 13:59:03', 306222385: '2022-01-01 13:59:18', 306222128: '2022-01-01 13:59:34', 309450229: '2022-01-01 13:59:49', 1633571571: '2022-01-01 14:00:05'}",1529.5291902249126,3,1,5.690144652963043
2048,2048,306221960,307662284,1,9,33,2022-01-01 09:33:00,"[306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284]",2022-01-01 09:33:48.300,48.3,"{306221960: '2022-01-01 09:33:00', 306221900: '2022-01-01 09:33:08', 306222385: '2022-01-01 09:33:16', 306222128: '2022-01-01 09:33:24', 307662242: '2022-01-01 09:33:32', 309450366: '2022-01-01 09:33:40', 307662284: '2022-01-01 09:33:48'}",400.56013103570876,4,2,4.450723264815215
2049,2049,7756059836,309450229,1,22,1,2022-01-01 22:01:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 309450229]",2022-01-01 22:01:59.500,59.5,"{7756059836: '2022-01-01 22:01:00', 7756059845: '2022-01-01 22:01:07', 307662149: '2022-01-01 22:01:14', 307661801: '2022-01-01 22:01:22', 307662284: '2022-01-01 22:01:29', 309450366: '2022-01-01 22:01:37', 307662242: '2022-01-01 22:01:44', 306222128: '2022-01-01 22:01:52', 309450229: '2022-01-01 22:01:59'}",489.1548205433003,4,3,3.3802893059260857
2050,2050,280324485,306222128,1,6,55,2022-01-01 06:55:00,"[280324485, 307662889, 307662284, 309450366, 307662242, 306222128]",2022-01-01 06:59:08.800,248.8,"{280324485: '2022-01-01 06:55:00', 307662889: '2022-01-01 06:55:49', 307662284: '2022-01-01 06:56:39', 309450366: '2022-01-01 06:57:29', 307662242: '2022-01-01 06:58:19', 306222128: '2022-01-01 06:59:08'}",2055.578008471322,3,2,4.450723264815215
2051,2051,3023405360,309441547,1,16,3,2022-01-01 16:03:00,"[3023405360, 306221765, 306221807, 306221802, 3023405356, 306221950, 309441547]",2022-01-01 16:05:19.500,139.5,"{3023405360: '2022-01-01 16:03:00', 306221765: '2022-01-01 16:03:23', 306221807: '2022-01-01 16:03:46', 306221802: '2022-01-01 16:04:09', 3023405356: '2022-01-01 16:04:33', 306221950: '2022-01-01 16:04:56', 309441547: '2022-01-01 16:05:19'}",1155.8961787059459,1,3,3.3802893059260857
2052,2052,7756059836,280324485,1,10,2,2022-01-01 10:02:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 307662889, 280324485]",2022-01-01 10:06:07.100,247.1,"{7756059836: '2022-01-01 10:02:00', 7756059845: '2022-01-01 10:02:41', 307662149: '2022-01-01 10:03:22', 307661801: '2022-01-01 10:04:03', 307662284: '2022-01-01 10:04:44', 307662889: '2022-01-01 10:05:25', 280324485: '2022-01-01 10:06:07'}",2038.363184905415,2,3,3.3802893059260857
2053,2053,290333858,309450366,1,17,27,2022-01-01 17:27:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366]",2022-01-01 17:31:59.200,299.2,"{290333858: '2022-01-01 17:27:00', 307664257: '2022-01-01 17:27:37', 290333443: '2022-01-01 17:28:14', 290333444: '2022-01-01 17:28:52', 304525639: '2022-01-01 17:29:29', 307663269: '2022-01-01 17:30:07', 307662889: '2022-01-01 17:30:44', 307662284: '2022-01-01 17:31:21', 309450366: '2022-01-01 17:31:59'}",2460.7390807681372,2,1,5.690144652963043
2054,2054,7756059875,306221765,1,5,4,2022-01-01 05:04:00,"[7756059875, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765]",2022-01-01 05:06:27.400,147.4,"{7756059875: '2022-01-01 05:04:00', 307662149: '2022-01-01 05:04:11', 307661801: '2022-01-01 05:04:22', 307662284: '2022-01-01 05:04:34', 309450366: '2022-01-01 05:04:45', 307662242: '2022-01-01 05:04:56', 306222128: '2022-01-01 05:05:08', 306222385: '2022-01-01 05:05:19', 306221900: '2022-01-01 05:05:30', 306225115: '2022-01-01 05:05:42', 306225011: '2022-01-01 05:05:53', 306221653: '2022-01-01 05:06:04', 306225000: '2022-01-01 05:06:16', 306221765: '2022-01-01 05:06:27'}",1156.5334246673217,2,1,5.690144652963043
2055,2055,306225115,399384843,1,9,44,2022-01-01 09:44:00,"[306225115, 306222676, 306221941, 399384843]",2022-01-01 09:44:27.600,27.6,"{306225115: '2022-01-01 09:44:00', 306222676: '2022-01-01 09:44:09', 306221941: '2022-01-01 09:44:18', 399384843: '2022-01-01 09:44:27'}",216.79240228006265,3,2,4.450723264815215
2056,2056,306221802,297675884,1,3,57,2022-01-01 03:57:00,"[306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884]",2022-01-01 04:02:32.500,332.5,"{306221802: '2022-01-01 03:57:00', 306221807: '2022-01-01 03:57:22', 306221765: '2022-01-01 03:57:44', 306225000: '2022-01-01 03:58:06', 306221653: '2022-01-01 03:58:28', 306225011: '2022-01-01 03:58:50', 306225115: '2022-01-01 03:59:13', 306221900: '2022-01-01 03:59:35', 306222385: '2022-01-01 03:59:57', 306222128: '2022-01-01 04:00:19', 307662242: '2022-01-01 04:00:41', 309450366: '2022-01-01 04:01:03', 307662284: '2022-01-01 04:01:26', 307662889: '2022-01-01 04:01:48', 307663269: '2022-01-01 04:02:10', 297675884: '2022-01-01 04:02:32'}",2743.915084765546,2,2,4.450723264815215
2057,2057,307662889,306221765,1,1,15,2022-01-01 01:15:00,"[307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765]",2022-01-01 01:18:33.000,213.0,"{307662889: '2022-01-01 01:15:00', 307662284: '2022-01-01 01:15:19', 309450366: '2022-01-01 01:15:38', 307662242: '2022-01-01 01:15:58', 306222128: '2022-01-01 01:16:17', 306222385: '2022-01-01 01:16:36', 306221900: '2022-01-01 01:16:56', 306225115: '2022-01-01 01:17:15', 306225011: '2022-01-01 01:17:34', 306221653: '2022-01-01 01:17:54', 306225000: '2022-01-01 01:18:13', 306221765: '2022-01-01 01:18:33'}",1754.752709118349,1,2,4.450723264815215
2058,2058,306221653,291556214,1,19,10,2022-01-01 19:10:00,"[306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884, 291556214]",2022-01-01 19:15:39.100,339.1,"{306221653: '2022-01-01 19:10:00', 306225011: '2022-01-01 19:10:28', 306225115: '2022-01-01 19:10:56', 306221900: '2022-01-01 19:11:24', 306222385: '2022-01-01 19:11:53', 306222128: '2022-01-01 19:12:21', 307662242: '2022-01-01 19:12:49', 309450366: '2022-01-01 19:13:17', 307662284: '2022-01-01 19:13:46', 307662889: '2022-01-01 19:14:14', 307663269: '2022-01-01 19:14:42', 297675884: '2022-01-01 19:15:10', 291556214: '2022-01-01 19:15:39'}",2792.177223257623,3,1,5.690144652963043
2059,2059,3023405356,291556214,1,12,13,2022-01-01 12:13:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884, 291556214]",2022-01-01 12:19:31.400,391.4,"{3023405356: '2022-01-01 12:13:00', 306221802: '2022-01-01 12:13:23', 306221807: '2022-01-01 12:13:46', 306221765: '2022-01-01 12:14:09', 306225000: '2022-01-01 12:14:32', 306221653: '2022-01-01 12:14:55', 306225011: '2022-01-01 12:15:18', 306225115: '2022-01-01 12:15:41', 306221900: '2022-01-01 12:16:04', 306222385: '2022-01-01 12:16:27', 306222128: '2022-01-01 12:16:50', 307662242: '2022-01-01 12:17:13', 309450366: '2022-01-01 12:17:36', 307662284: '2022-01-01 12:17:59', 307662889: '2022-01-01 12:18:22', 307663269: '2022-01-01 12:18:45', 297675884: '2022-01-01 12:19:08', 291556214: '2022-01-01 12:19:31'}",3225.9204275036836,2,2,4.450723264815215
2060,2060,307662199,290333443,1,1,29,2022-01-01 01:29:00,"[307662199, 307662198, 307661801, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443]",2022-01-01 01:33:06.700,246.7,"{307662199: '2022-01-01 01:29:00', 307662198: '2022-01-01 01:29:30', 307661801: '2022-01-01 01:30:01', 307662284: '2022-01-01 01:30:32', 307662889: '2022-01-01 01:31:03', 307663269: '2022-01-01 01:31:34', 304525639: '2022-01-01 01:32:05', 290333444: '2022-01-01 01:32:35', 290333443: '2022-01-01 01:33:06'}",2033.2985067301192,1,3,3.3802893059260857
2061,2061,309450234,308304288,1,23,9,2022-01-01 23:09:00,"[309450234, 354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 23:11:37.300,157.3,"{309450234: '2022-01-01 23:09:00', 354863308: '2022-01-01 23:09:09', 1633571571: '2022-01-01 23:09:19', 309450229: '2022-01-01 23:09:29', 306222128: '2022-01-01 23:09:39', 306222385: '2022-01-01 23:09:49', 306221900: '2022-01-01 23:09:58', 306225115: '2022-01-01 23:10:08', 306225011: '2022-01-01 23:10:18', 306221653: '2022-01-01 23:10:28', 306225000: '2022-01-01 23:10:38', 306221765: '2022-01-01 23:10:48', 306221807: '2022-01-01 23:10:57', 306221802: '2022-01-01 23:11:07', 306221804: '2022-01-01 23:11:17', 308304289: '2022-01-01 23:11:27', 308304288: '2022-01-01 23:11:37'}",1296.6113927239667,2,1,5.690144652963043
2062,2062,306222385,309450340,1,7,39,2022-01-01 07:39:00,"[306222385, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 07:39:33.800,33.8,"{306222385: '2022-01-01 07:39:00', 306222128: '2022-01-01 07:39:08', 309450229: '2022-01-01 07:39:16', 1633571571: '2022-01-01 07:39:25', 309450340: '2022-01-01 07:39:33'}",280.3601119432181,4,3,3.3802893059260857
2063,2063,307662198,290333443,1,0,28,2022-01-01 00:28:00,"[307662198, 307661801, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443]",2022-01-01 00:32:04.000,244.0,"{307662198: '2022-01-01 00:28:00', 307661801: '2022-01-01 00:28:34', 307662284: '2022-01-01 00:29:09', 307662889: '2022-01-01 00:29:44', 307663269: '2022-01-01 00:30:19', 304525639: '2022-01-01 00:30:54', 290333444: '2022-01-01 00:31:29', 290333443: '2022-01-01 00:32:04'}",2010.5209141469613,4,1,5.690144652963043
2064,2064,306222383,309450234,1,9,25,2022-01-01 09:25:00,"[306222383, 306222385, 306222128, 309450229, 1633571571, 354863308, 309450234]",2022-01-01 09:25:49.200,49.2,"{306222383: '2022-01-01 09:25:00', 306222385: '2022-01-01 09:25:08', 306222128: '2022-01-01 09:25:16', 309450229: '2022-01-01 09:25:24', 1633571571: '2022-01-01 09:25:32', 354863308: '2022-01-01 09:25:41', 309450234: '2022-01-01 09:25:49'}",404.5253628405707,1,2,4.450723264815215
2065,2065,306221804,309450229,1,2,54,2022-01-01 02:54:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229]",2022-01-01 02:55:42.100,102.1,"{306221804: '2022-01-01 02:54:00', 306221802: '2022-01-01 02:54:08', 306221807: '2022-01-01 02:54:17', 306221765: '2022-01-01 02:54:25', 306225000: '2022-01-01 02:54:34', 306224552: '2022-01-01 02:54:42', 306225009: '2022-01-01 02:54:51', 306225011: '2022-01-01 02:54:59', 306225115: '2022-01-01 02:55:08', 306221900: '2022-01-01 02:55:16', 306222385: '2022-01-01 02:55:25', 306222128: '2022-01-01 02:55:33', 309450229: '2022-01-01 02:55:42'}",842.2148886081865,1,3,3.3802893059260857
2066,2066,307661801,280324491,1,2,15,2022-01-01 02:15:00,"[307661801, 307662284, 307662889, 280324485, 280324491]",2022-01-01 02:19:02.700,242.7,"{307661801: '2022-01-01 02:15:00', 307662284: '2022-01-01 02:16:00', 307662889: '2022-01-01 02:17:01', 280324485: '2022-01-01 02:18:02', 280324491: '2022-01-01 02:19:02'}",1999.7394109900595,4,2,4.450723264815215
2067,2067,306226719,290333858,1,5,51,2022-01-01 05:51:00,"[306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 05:56:29.400,329.4,"{306226719: '2022-01-01 05:51:00', 309450229: '2022-01-01 05:51:27', 306222128: '2022-01-01 05:51:54', 307662242: '2022-01-01 05:52:22', 309450366: '2022-01-01 05:52:49', 307662284: '2022-01-01 05:53:17', 307662889: '2022-01-01 05:53:44', 307663269: '2022-01-01 05:54:12', 304525639: '2022-01-01 05:54:39', 290333444: '2022-01-01 05:55:07', 290333443: '2022-01-01 05:55:34', 307664257: '2022-01-01 05:56:01', 290333858: '2022-01-01 05:56:29'}",2708.026980584317,1,2,4.450723264815215
2068,2068,290333444,309450340,1,16,36,2022-01-01 16:36:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 16:40:38.000,278.0,"{290333444: '2022-01-01 16:36:00', 304525639: '2022-01-01 16:36:27', 307663269: '2022-01-01 16:36:55', 307662889: '2022-01-01 16:37:23', 307662284: '2022-01-01 16:37:51', 309450366: '2022-01-01 16:38:19', 307662242: '2022-01-01 16:38:46', 306222128: '2022-01-01 16:39:14', 309450229: '2022-01-01 16:39:42', 1633571571: '2022-01-01 16:40:10', 309450340: '2022-01-01 16:40:38'}",2292.82980963763,3,3,3.3802893059260857
2069,2069,7756059845,307661801,1,14,23,2022-01-01 14:23:00,"[7756059845, 307662149, 307661801]",2022-01-01 14:23:18.500,18.5,"{7756059845: '2022-01-01 14:23:00', 307662149: '2022-01-01 14:23:09', 307661801: '2022-01-01 14:23:18'}",153.3813594665781,3,1,5.690144652963043
2070,2070,306225011,290333400,1,15,22,2022-01-01 15:22:00,"[306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 15:27:01.000,301.0,"{306225011: '2022-01-01 15:22:00', 306225115: '2022-01-01 15:22:25', 306221900: '2022-01-01 15:22:50', 306222385: '2022-01-01 15:23:15', 306222128: '2022-01-01 15:23:40', 307662242: '2022-01-01 15:24:05', 309450366: '2022-01-01 15:24:30', 307662284: '2022-01-01 15:24:55', 307662889: '2022-01-01 15:25:20', 307663269: '2022-01-01 15:25:45', 304525639: '2022-01-01 15:26:10', 290333444: '2022-01-01 15:26:35', 290333400: '2022-01-01 15:27:01'}",2481.19501724548,4,2,4.450723264815215
