,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps
2211,2211,307661801,306221804,1,12,31,2022-01-01 12:31:00,"[307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221802, 306221804]",2022-01-01 12:33:20.500,140.5,"{307661801: '2022-01-01 12:31:00', 307662284: '2022-01-01 12:31:09', 309450366: '2022-01-01 12:31:18', 307662242: '2022-01-01 12:31:28', 306222128: '2022-01-01 12:31:37', 306222385: '2022-01-01 12:31:46', 306221900: '2022-01-01 12:31:56', 306225115: '2022-01-01 12:32:05', 306225011: '2022-01-01 12:32:14', 306225009: '2022-01-01 12:32:24', 306224552: '2022-01-01 12:32:33', 306225000: '2022-01-01 12:32:43', 306221765: '2022-01-01 12:32:52', 306221807: '2022-01-01 12:33:01', 306221802: '2022-01-01 12:33:11', 306221804: '2022-01-01 12:33:20'}"
2212,2212,306222385,307662284,1,6,37,2022-01-01 06:37:00,"[306222385, 306222128, 307662242, 309450366, 307662284]",2022-01-01 06:37:44.000,44.0,"{306222385: '2022-01-01 06:37:00', 306222128: '2022-01-01 06:37:11', 307662242: '2022-01-01 06:37:22', 309450366: '2022-01-01 06:37:33', 307662284: '2022-01-01 06:37:44'}"
2213,2213,7756059834,306225011,1,0,59,2022-01-01 00:59:00,"[7756059834, 7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011]",2022-01-01 01:00:44.100,104.1,"{7756059834: '2022-01-01 00:59:00', 7756059836: '2022-01-01 00:59:08', 7756059845: '2022-01-01 00:59:17', 307662149: '2022-01-01 00:59:26', 307661801: '2022-01-01 00:59:34', 307662284: '2022-01-01 00:59:43', 309450366: '2022-01-01 00:59:52', 307662242: '2022-01-01 01:00:00', 306222128: '2022-01-01 01:00:09', 306222385: '2022-01-01 01:00:18', 306221900: '2022-01-01 01:00:26', 306225115: '2022-01-01 01:00:35', 306225011: '2022-01-01 01:00:44'}"
2214,2214,306221802,306221807,1,21,35,2022-01-01 21:35:00,"[306221802, 306221807]",2022-01-01 21:35:13.100,13.1,"{306221802: '2022-01-01 21:35:00', 306221807: '2022-01-01 21:35:13'}"
2215,2215,306226719,308304288,1,23,49,2022-01-01 23:49:00,"[306226719, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 23:51:23.300,143.3,"{306226719: '2022-01-01 23:49:00', 309450229: '2022-01-01 23:49:10', 306222128: '2022-01-01 23:49:20', 306222385: '2022-01-01 23:49:30', 306221900: '2022-01-01 23:49:40', 306225115: '2022-01-01 23:49:51', 306225011: '2022-01-01 23:50:01', 306221653: '2022-01-01 23:50:11', 306225000: '2022-01-01 23:50:21', 306221765: '2022-01-01 23:50:32', 306221807: '2022-01-01 23:50:42', 306221802: '2022-01-01 23:50:52', 306221804: '2022-01-01 23:51:02', 308304289: '2022-01-01 23:51:13', 308304288: '2022-01-01 23:51:23'}"
2216,2216,399384843,7756059834,1,17,39,2022-01-01 17:39:00,"[399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 17:40:37.200,97.2,"{399384843: '2022-01-01 17:39:00', 306221941: '2022-01-01 17:39:06', 306222676: '2022-01-01 17:39:13', 306221960: '2022-01-01 17:39:20', 306221900: '2022-01-01 17:39:27', 306222385: '2022-01-01 17:39:34', 306222128: '2022-01-01 17:39:41', 307662242: '2022-01-01 17:39:48', 309450366: '2022-01-01 17:39:55', 307662284: '2022-01-01 17:40:02', 307661801: '2022-01-01 17:40:09', 307662149: '2022-01-01 17:40:16', 7756059845: '2022-01-01 17:40:23', 7756059836: '2022-01-01 17:40:30', 7756059834: '2022-01-01 17:40:37'}"
2217,2217,306221804,307662889,1,20,36,2022-01-01 20:36:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889]",2022-01-01 20:40:01.000,241.0,"{306221804: '2022-01-01 20:36:00', 306221802: '2022-01-01 20:36:16', 306221807: '2022-01-01 20:36:32', 306221765: '2022-01-01 20:36:48', 306225000: '2022-01-01 20:37:04', 306224552: '2022-01-01 20:37:20', 306225009: '2022-01-01 20:37:36', 306225011: '2022-01-01 20:37:52', 306225115: '2022-01-01 20:38:08', 306221900: '2022-01-01 20:38:24', 306222385: '2022-01-01 20:38:40', 306222128: '2022-01-01 20:38:56', 307662242: '2022-01-01 20:39:12', 309450366: '2022-01-01 20:39:28', 307662284: '2022-01-01 20:39:44', 307662889: '2022-01-01 20:40:01'}"
2218,2218,280430536,309450229,1,22,28,2022-01-01 22:28:00,"[280430536, 307661801, 307662284, 309450366, 307662242, 306222128, 309450229]",2022-01-01 22:29:02.900,62.9,"{280430536: '2022-01-01 22:28:00', 307661801: '2022-01-01 22:28:10', 307662284: '2022-01-01 22:28:20', 309450366: '2022-01-01 22:28:31', 307662242: '2022-01-01 22:28:41', 306222128: '2022-01-01 22:28:52', 309450229: '2022-01-01 22:29:02'}"
2219,2219,306222462,290333444,1,6,29,2022-01-01 06:29:00,"[306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 06:34:31.900,331.9,"{306222462: '2022-01-01 06:29:00', 306226719: '2022-01-01 06:29:33', 309450229: '2022-01-01 06:30:06', 306222128: '2022-01-01 06:30:39', 307662242: '2022-01-01 06:31:12', 309450366: '2022-01-01 06:31:45', 307662284: '2022-01-01 06:32:19', 307662889: '2022-01-01 06:32:52', 307663269: '2022-01-01 06:33:25', 304525639: '2022-01-01 06:33:58', 290333444: '2022-01-01 06:34:31'}"
2220,2220,309441562,309441548,1,12,24,2022-01-01 12:24:00,"[309441562, 309441548]",2022-01-01 12:24:01.900,1.9,"{309441562: '2022-01-01 12:24:00', 309441548: '2022-01-01 12:24:01'}"
2221,2221,309441548,309441547,1,13,20,2022-01-01 13:20:00,"[309441548, 309441562, 309441547]",2022-01-01 13:20:05.600,5.6,"{309441548: '2022-01-01 13:20:00', 309441562: '2022-01-01 13:20:02', 309441547: '2022-01-01 13:20:05'}"
2222,2222,307662889,306222383,1,9,51,2022-01-01 09:51:00,"[307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306222383]",2022-01-01 09:53:42.400,162.4,"{307662889: '2022-01-01 09:51:00', 307662284: '2022-01-01 09:51:27', 309450366: '2022-01-01 09:51:54', 307662242: '2022-01-01 09:52:21', 306222128: '2022-01-01 09:52:48', 306222385: '2022-01-01 09:53:15', 306222383: '2022-01-01 09:53:42'}"
2223,2223,290333858,290333400,1,3,37,2022-01-01 03:37:00,"[290333858, 307664257, 290333443, 290333444, 290333400]",2022-01-01 03:38:02.800,62.8,"{290333858: '2022-01-01 03:37:00', 307664257: '2022-01-01 03:37:15', 290333443: '2022-01-01 03:37:31', 290333444: '2022-01-01 03:37:47', 290333400: '2022-01-01 03:38:02'}"
2224,2224,304525639,307662242,1,20,37,2022-01-01 20:37:00,"[304525639, 307663269, 307662889, 307662284, 309450366, 307662242]",2022-01-01 20:40:46.000,226.0,"{304525639: '2022-01-01 20:37:00', 307663269: '2022-01-01 20:37:45', 307662889: '2022-01-01 20:38:30', 307662284: '2022-01-01 20:39:15', 309450366: '2022-01-01 20:40:00', 307662242: '2022-01-01 20:40:46'}"
2225,2225,306219024,307662149,1,6,16,2022-01-01 06:16:00,"[306219024, 306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149]",2022-01-01 06:20:44.400,284.4,"{306219024: '2022-01-01 06:16:00', 306218723: '2022-01-01 06:16:28', 306222462: '2022-01-01 06:16:56', 306226719: '2022-01-01 06:17:25', 309450229: '2022-01-01 06:17:53', 306222128: '2022-01-01 06:18:22', 307662242: '2022-01-01 06:18:50', 309450366: '2022-01-01 06:19:19', 307662284: '2022-01-01 06:19:47', 307661801: '2022-01-01 06:20:15', 307662149: '2022-01-01 06:20:44'}"
2226,2226,3023405360,1633571571,1,9,13,2022-01-01 09:13:00,"[3023405360, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571]",2022-01-01 09:14:37.600,97.6,"{3023405360: '2022-01-01 09:13:00', 306221765: '2022-01-01 09:13:08', 306225000: '2022-01-01 09:13:17', 306224552: '2022-01-01 09:13:26', 306225009: '2022-01-01 09:13:35', 306225011: '2022-01-01 09:13:44', 306225115: '2022-01-01 09:13:53', 306221900: '2022-01-01 09:14:02', 306222385: '2022-01-01 09:14:10', 306222128: '2022-01-01 09:14:19', 309450229: '2022-01-01 09:14:28', 1633571571: '2022-01-01 09:14:37'}"
2227,2227,307663269,280324491,1,16,13,2022-01-01 16:13:00,"[307663269, 307662889, 280324485, 280324491]",2022-01-01 16:16:31.800,211.8,"{307663269: '2022-01-01 16:13:00', 307662889: '2022-01-01 16:14:10', 280324485: '2022-01-01 16:15:21', 280324491: '2022-01-01 16:16:31'}"
2228,2228,306221941,309450229,1,15,24,2022-01-01 15:24:00,"[306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 309450229]",2022-01-01 15:24:25.600,25.6,"{306221941: '2022-01-01 15:24:00', 306222676: '2022-01-01 15:24:04', 306221960: '2022-01-01 15:24:08', 306221900: '2022-01-01 15:24:12', 306222385: '2022-01-01 15:24:17', 306222128: '2022-01-01 15:24:21', 309450229: '2022-01-01 15:24:25'}"
2229,2229,306221960,7756059836,1,21,38,2022-01-01 21:38:00,"[306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 21:39:16.900,76.9,"{306221960: '2022-01-01 21:38:00', 306221900: '2022-01-01 21:38:07', 306222385: '2022-01-01 21:38:15', 306222128: '2022-01-01 21:38:23', 307662242: '2022-01-01 21:38:30', 309450366: '2022-01-01 21:38:38', 307662284: '2022-01-01 21:38:46', 307661801: '2022-01-01 21:38:53', 307662149: '2022-01-01 21:39:01', 7756059845: '2022-01-01 21:39:09', 7756059836: '2022-01-01 21:39:16'}"
2230,2230,307662199,306224552,1,3,43,2022-01-01 03:43:00,"[307662199, 307662198, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552]",2022-01-01 03:44:56.300,116.3,"{307662199: '2022-01-01 03:43:00', 307662198: '2022-01-01 03:43:09', 307661801: '2022-01-01 03:43:19', 307662284: '2022-01-01 03:43:29', 309450366: '2022-01-01 03:43:38', 307662242: '2022-01-01 03:43:48', 306222128: '2022-01-01 03:43:58', 306222385: '2022-01-01 03:44:07', 306221900: '2022-01-01 03:44:17', 306225115: '2022-01-01 03:44:27', 306225011: '2022-01-01 03:44:36', 306225009: '2022-01-01 03:44:46', 306224552: '2022-01-01 03:44:56'}"
2231,2231,307662198,309450340,1,14,45,2022-01-01 14:45:00,"[307662198, 354863048, 307662238, 354863308, 1633571571, 309450340]",2022-01-01 14:45:51.600,51.6,"{307662198: '2022-01-01 14:45:00', 354863048: '2022-01-01 14:45:10', 307662238: '2022-01-01 14:45:20', 354863308: '2022-01-01 14:45:30', 1633571571: '2022-01-01 14:45:41', 309450340: '2022-01-01 14:45:51'}"
2232,2232,306222676,354863048,1,12,9,2022-01-01 12:09:00,"[306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 354863048]",2022-01-01 12:09:54.800,54.8,"{306222676: '2022-01-01 12:09:00', 306221960: '2022-01-01 12:09:07', 306221900: '2022-01-01 12:09:15', 306222385: '2022-01-01 12:09:23', 306222128: '2022-01-01 12:09:31', 307662242: '2022-01-01 12:09:39', 309450366: '2022-01-01 12:09:46', 354863048: '2022-01-01 12:09:54'}"
2233,2233,309441562,306222383,1,5,15,2022-01-01 05:15:00,"[309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222383]",2022-01-01 05:16:40.900,100.9,"{309441562: '2022-01-01 05:15:00', 309441547: '2022-01-01 05:15:11', 306221950: '2022-01-01 05:15:22', 399384843: '2022-01-01 05:15:33', 306221941: '2022-01-01 05:15:44', 306222676: '2022-01-01 05:15:56', 306221960: '2022-01-01 05:16:07', 306221900: '2022-01-01 05:16:18', 306222385: '2022-01-01 05:16:29', 306222383: '2022-01-01 05:16:40'}"
2234,2234,306222385,306222462,1,15,38,2022-01-01 15:38:00,"[306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306222462]",2022-01-01 15:39:26.600,86.6,"{306222385: '2022-01-01 15:38:00', 306221900: '2022-01-01 15:38:14', 306225115: '2022-01-01 15:38:28', 306225011: '2022-01-01 15:38:43', 306225009: '2022-01-01 15:38:57', 306224552: '2022-01-01 15:39:12', 306222462: '2022-01-01 15:39:26'}"
2235,2235,290333400,307664257,1,7,44,2022-01-01 07:44:00,"[290333400, 290333444, 290333443, 307664257]",2022-01-01 07:44:11.300,11.3,"{290333400: '2022-01-01 07:44:00', 290333444: '2022-01-01 07:44:03', 290333443: '2022-01-01 07:44:07', 307664257: '2022-01-01 07:44:11'}"
2236,2236,309450366,297675884,1,16,40,2022-01-01 16:40:00,"[309450366, 307662284, 307662889, 307663269, 297675884]",2022-01-01 16:43:37.500,217.5,"{309450366: '2022-01-01 16:40:00', 307662284: '2022-01-01 16:40:54', 307662889: '2022-01-01 16:41:48', 307663269: '2022-01-01 16:42:43', 297675884: '2022-01-01 16:43:37'}"
2237,2237,307662198,309450344,1,19,55,2022-01-01 19:55:00,"[307662198, 354863048, 307662238, 354863308, 1633571571, 309450340, 309450344]",2022-01-01 19:56:01.100,61.1,"{307662198: '2022-01-01 19:55:00', 354863048: '2022-01-01 19:55:10', 307662238: '2022-01-01 19:55:20', 354863308: '2022-01-01 19:55:30', 1633571571: '2022-01-01 19:55:40', 309450340: '2022-01-01 19:55:50', 309450344: '2022-01-01 19:56:01'}"
2238,2238,7756059875,399384843,1,13,31,2022-01-01 13:31:00,"[7756059875, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843]",2022-01-01 13:32:46.500,106.5,"{7756059875: '2022-01-01 13:31:00', 307662149: '2022-01-01 13:31:08', 307661801: '2022-01-01 13:31:17', 307662284: '2022-01-01 13:31:26', 309450366: '2022-01-01 13:31:35', 307662242: '2022-01-01 13:31:44', 306222128: '2022-01-01 13:31:53', 306222385: '2022-01-01 13:32:02', 306221900: '2022-01-01 13:32:11', 306221960: '2022-01-01 13:32:19', 306222676: '2022-01-01 13:32:28', 306221941: '2022-01-01 13:32:37', 399384843: '2022-01-01 13:32:46'}"
2239,2239,307662198,290333858,1,8,29,2022-01-01 08:29:00,"[307662198, 307661801, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 08:34:00.300,300.3,"{307662198: '2022-01-01 08:29:00', 307661801: '2022-01-01 08:29:33', 307662284: '2022-01-01 08:30:06', 307662889: '2022-01-01 08:30:40', 307663269: '2022-01-01 08:31:13', 304525639: '2022-01-01 08:31:46', 290333444: '2022-01-01 08:32:20', 290333443: '2022-01-01 08:32:53', 307664257: '2022-01-01 08:33:26', 290333858: '2022-01-01 08:34:00'}"
2240,2240,354863048,280430536,1,9,32,2022-01-01 09:32:00,"[354863048, 307662198, 307661801, 280430536]",2022-01-01 09:32:44.800,44.8,"{354863048: '2022-01-01 09:32:00', 307662198: '2022-01-01 09:32:14', 307661801: '2022-01-01 09:32:29', 280430536: '2022-01-01 09:32:44'}"
2241,2241,307661801,307664334,1,14,7,2022-01-01 14:07:00,"[307661801, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242, 307664334]",2022-01-01 14:11:47.100,287.1,"{307661801: '2022-01-01 14:07:00', 307662284: '2022-01-01 14:07:31', 307662889: '2022-01-01 14:08:03', 307663269: '2022-01-01 14:08:35', 304525639: '2022-01-01 14:09:07', 290333444: '2022-01-01 14:09:39', 290333443: '2022-01-01 14:10:11', 307664257: '2022-01-01 14:10:43', 307664242: '2022-01-01 14:11:15', 307664334: '2022-01-01 14:11:47'}"
2242,2242,307661801,306221671,1,0,47,2022-01-01 00:47:00,"[307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221671]",2022-01-01 00:49:13.300,133.3,"{307661801: '2022-01-01 00:47:00', 307662284: '2022-01-01 00:47:09', 309450366: '2022-01-01 00:47:19', 307662242: '2022-01-01 00:47:28', 306222128: '2022-01-01 00:47:38', 306222385: '2022-01-01 00:47:47', 306221900: '2022-01-01 00:47:57', 306225115: '2022-01-01 00:48:06', 306225011: '2022-01-01 00:48:16', 306225009: '2022-01-01 00:48:25', 306224552: '2022-01-01 00:48:35', 306225000: '2022-01-01 00:48:44', 306221765: '2022-01-01 00:48:54', 306221807: '2022-01-01 00:49:03', 306221671: '2022-01-01 00:49:13'}"
2243,2243,306221804,306221653,1,23,54,2022-01-01 23:54:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306221653]",2022-01-01 23:54:52.400,52.4,"{306221804: '2022-01-01 23:54:00', 306221802: '2022-01-01 23:54:10', 306221807: '2022-01-01 23:54:20', 306221765: '2022-01-01 23:54:31', 306225000: '2022-01-01 23:54:41', 306221653: '2022-01-01 23:54:52'}"
2244,2244,307664242,280324491,1,20,59,2022-01-01 20:59:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 280324485, 280324491]",2022-01-01 21:03:46.900,286.9,"{307664242: '2022-01-01 20:59:00', 307664257: '2022-01-01 20:59:35', 290333443: '2022-01-01 21:00:11', 290333444: '2022-01-01 21:00:47', 304525639: '2022-01-01 21:01:23', 307663269: '2022-01-01 21:01:59', 307662889: '2022-01-01 21:02:35', 280324485: '2022-01-01 21:03:11', 280324491: '2022-01-01 21:03:46'}"
2245,2245,306221802,306225011,1,17,25,2022-01-01 17:25:00,"[306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011]",2022-01-01 17:25:57.600,57.6,"{306221802: '2022-01-01 17:25:00', 306221807: '2022-01-01 17:25:09', 306221765: '2022-01-01 17:25:19', 306225000: '2022-01-01 17:25:28', 306224552: '2022-01-01 17:25:38', 306225009: '2022-01-01 17:25:48', 306225011: '2022-01-01 17:25:57'}"
2246,2246,290333858,354863308,1,1,25,2022-01-01 01:25:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 354863048, 307662238, 354863308]",2022-01-01 01:30:34.800,334.8,"{290333858: '2022-01-01 01:25:00', 307664257: '2022-01-01 01:25:30', 290333443: '2022-01-01 01:26:00', 290333444: '2022-01-01 01:26:31', 304525639: '2022-01-01 01:27:01', 307663269: '2022-01-01 01:27:32', 307662889: '2022-01-01 01:28:02', 307662284: '2022-01-01 01:28:33', 309450366: '2022-01-01 01:29:03', 354863048: '2022-01-01 01:29:33', 307662238: '2022-01-01 01:30:04', 354863308: '2022-01-01 01:30:34'}"
2247,2247,309450344,3023405356,1,6,37,2022-01-01 06:37:00,"[309450344, 309450340, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 06:39:11.000,131.0,"{309450344: '2022-01-01 06:37:00', 309450340: '2022-01-01 06:37:09', 1633571571: '2022-01-01 06:37:18', 309450229: '2022-01-01 06:37:28', 306222128: '2022-01-01 06:37:37', 306222385: '2022-01-01 06:37:46', 306221900: '2022-01-01 06:37:56', 306225115: '2022-01-01 06:38:05', 306225011: '2022-01-01 06:38:14', 306221653: '2022-01-01 06:38:24', 306225000: '2022-01-01 06:38:33', 306221765: '2022-01-01 06:38:42', 306221807: '2022-01-01 06:38:52', 306221802: '2022-01-01 06:39:01', 3023405356: '2022-01-01 06:39:11'}"
2248,2248,306221807,290333443,1,1,20,2022-01-01 01:20:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443]",2022-01-01 01:25:44.800,344.8,"{306221807: '2022-01-01 01:20:00', 306221765: '2022-01-01 01:20:20', 306225000: '2022-01-01 01:20:40', 306224552: '2022-01-01 01:21:00', 306225009: '2022-01-01 01:21:21', 306225011: '2022-01-01 01:21:41', 306225115: '2022-01-01 01:22:01', 306221900: '2022-01-01 01:22:21', 306222385: '2022-01-01 01:22:42', 306222128: '2022-01-01 01:23:02', 307662242: '2022-01-01 01:23:22', 309450366: '2022-01-01 01:23:43', 307662284: '2022-01-01 01:24:03', 307662889: '2022-01-01 01:24:23', 307663269: '2022-01-01 01:24:43', 304525639: '2022-01-01 01:25:04', 290333444: '2022-01-01 01:25:24', 290333443: '2022-01-01 01:25:44'}"
2249,2249,280324485,280430536,1,21,49,2022-01-01 21:49:00,"[280324485, 307662889, 307662284, 307661801, 280430536]",2022-01-01 21:53:10.500,250.5,"{280324485: '2022-01-01 21:49:00', 307662889: '2022-01-01 21:50:02', 307662284: '2022-01-01 21:51:05', 307661801: '2022-01-01 21:52:07', 280430536: '2022-01-01 21:53:10'}"
2250,2250,3023405356,306225009,1,3,7,2022-01-01 03:07:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009]",2022-01-01 03:07:54.000,54.0,"{3023405356: '2022-01-01 03:07:00', 306221802: '2022-01-01 03:07:09', 306221807: '2022-01-01 03:07:18', 306221765: '2022-01-01 03:07:27', 306225000: '2022-01-01 03:07:36', 306224552: '2022-01-01 03:07:45', 306225009: '2022-01-01 03:07:54'}"
2251,2251,309450344,306225011,1,18,37,2022-01-01 18:37:00,"[309450344, 309450340, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011]",2022-01-01 18:38:09.100,69.1,"{309450344: '2022-01-01 18:37:00', 309450340: '2022-01-01 18:37:08', 1633571571: '2022-01-01 18:37:17', 309450229: '2022-01-01 18:37:25', 306222128: '2022-01-01 18:37:34', 306222385: '2022-01-01 18:37:43', 306221900: '2022-01-01 18:37:51', 306225115: '2022-01-01 18:38:00', 306225011: '2022-01-01 18:38:09'}"
2252,2252,7756059836,306221802,1,13,32,2022-01-01 13:32:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 13:34:36.000,156.0,"{7756059836: '2022-01-01 13:32:00', 7756059845: '2022-01-01 13:32:09', 307662149: '2022-01-01 13:32:19', 307661801: '2022-01-01 13:32:29', 307662284: '2022-01-01 13:32:39', 309450366: '2022-01-01 13:32:48', 307662242: '2022-01-01 13:32:58', 306222128: '2022-01-01 13:33:08', 306222385: '2022-01-01 13:33:18', 306221900: '2022-01-01 13:33:27', 306225115: '2022-01-01 13:33:37', 306225011: '2022-01-01 13:33:47', 306221653: '2022-01-01 13:33:57', 306225000: '2022-01-01 13:34:06', 306221765: '2022-01-01 13:34:16', 306221807: '2022-01-01 13:34:26', 306221802: '2022-01-01 13:34:36'}"
2253,2253,290333858,304525639,1,21,27,2022-01-01 21:27:00,"[290333858, 307664257, 290333443, 290333444, 304525639]",2022-01-01 21:28:21.700,81.7,"{290333858: '2022-01-01 21:27:00', 307664257: '2022-01-01 21:27:20', 290333443: '2022-01-01 21:27:40', 290333444: '2022-01-01 21:28:01', 304525639: '2022-01-01 21:28:21'}"
2254,2254,297675884,307662242,1,6,44,2022-01-01 06:44:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242]",2022-01-01 06:47:46.000,226.0,"{297675884: '2022-01-01 06:44:00', 307663269: '2022-01-01 06:44:45', 307662889: '2022-01-01 06:45:30', 307662284: '2022-01-01 06:46:15', 309450366: '2022-01-01 06:47:00', 307662242: '2022-01-01 06:47:46'}"
2255,2255,306221671,304525639,1,20,20,2022-01-01 20:20:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639]",2022-01-01 20:25:29.700,329.7,"{306221671: '2022-01-01 20:20:00', 306221807: '2022-01-01 20:20:20', 306221765: '2022-01-01 20:20:41', 306225000: '2022-01-01 20:21:01', 306224552: '2022-01-01 20:21:22', 306225009: '2022-01-01 20:21:43', 306225011: '2022-01-01 20:22:03', 306225115: '2022-01-01 20:22:24', 306221900: '2022-01-01 20:22:44', 306222385: '2022-01-01 20:23:05', 306222128: '2022-01-01 20:23:26', 307662242: '2022-01-01 20:23:46', 309450366: '2022-01-01 20:24:07', 307662284: '2022-01-01 20:24:27', 307662889: '2022-01-01 20:24:48', 307663269: '2022-01-01 20:25:09', 304525639: '2022-01-01 20:25:29'}"
2256,2256,1479963453,306225011,1,6,13,2022-01-01 06:13:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306225115, 306225011]",2022-01-01 06:15:55.600,175.6,"{1479963453: '2022-01-01 06:13:00', 309441562: '2022-01-01 06:13:21', 309441547: '2022-01-01 06:13:43', 306221950: '2022-01-01 06:14:05', 399384843: '2022-01-01 06:14:27', 306221941: '2022-01-01 06:14:49', 306222676: '2022-01-01 06:15:11', 306225115: '2022-01-01 06:15:33', 306225011: '2022-01-01 06:15:55'}"
2257,2257,306225011,307664242,1,22,59,2022-01-01 22:59:00,"[306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242]",2022-01-01 23:04:41.100,341.1,"{306225011: '2022-01-01 22:59:00', 306225115: '2022-01-01 22:59:24', 306221900: '2022-01-01 22:59:48', 306222385: '2022-01-01 23:00:13', 306222128: '2022-01-01 23:00:37', 307662242: '2022-01-01 23:01:01', 309450366: '2022-01-01 23:01:26', 307662284: '2022-01-01 23:01:50', 307662889: '2022-01-01 23:02:14', 307663269: '2022-01-01 23:02:39', 304525639: '2022-01-01 23:03:03', 290333444: '2022-01-01 23:03:28', 290333443: '2022-01-01 23:03:52', 307664257: '2022-01-01 23:04:16', 307664242: '2022-01-01 23:04:41'}"
2258,2258,307662199,280324485,1,22,25,2022-01-01 22:25:00,"[307662199, 307662198, 307661801, 307662284, 307662889, 280324485]",2022-01-01 22:28:54.700,234.7,"{307662199: '2022-01-01 22:25:00', 307662198: '2022-01-01 22:25:46', 307661801: '2022-01-01 22:26:33', 307662284: '2022-01-01 22:27:20', 307662889: '2022-01-01 22:28:07', 280324485: '2022-01-01 22:28:54'}"
2259,2259,309450344,304525639,1,10,11,2022-01-01 10:11:00,"[309450344, 309450340, 1633571571, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639]",2022-01-01 10:15:25.000,265.0,"{309450344: '2022-01-01 10:11:00', 309450340: '2022-01-01 10:11:26', 1633571571: '2022-01-01 10:11:53', 309450229: '2022-01-01 10:12:19', 306222128: '2022-01-01 10:12:46', 307662242: '2022-01-01 10:13:12', 309450366: '2022-01-01 10:13:39', 307662284: '2022-01-01 10:14:05', 307662889: '2022-01-01 10:14:32', 307663269: '2022-01-01 10:14:58', 304525639: '2022-01-01 10:15:25'}"
