,Pickup Square,Dropoff Square,Pickup Time,Pickup Hour,Pickup Minute,Pickup Weekday,Pickup Coordinates,Dropoff Coordinates,Manhattan Distance,Paths,Path Timestamp
4065,77,9,2021-01-02 00:37:00,12,37,0,"(7, 7)","(9, 0)",9,"[[7, 7], [8, 7], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2], [9, 1], [9, 0]]","{(7, 7): '2021-01-02 00:37:00', (8, 7): '2021-01-02 00:38:00', (9, 7): '2021-01-02 00:39:00', (9, 6): '2021-01-02 00:40:00', (9, 5): '2021-01-02 00:41:00', (9, 4): '2021-01-02 00:42:00', (9, 3): '2021-01-02 00:43:00', (9, 2): '2021-01-02 00:44:00', (9, 1): '2021-01-02 00:45:00', (9, 0): '2021-01-02 00:46:00'}"
4066,19,4,2021-01-01 13:02:00,1,2,4,"(9, 1)","(4, 0)",6,"[[9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [4, 0]]","{(9, 1): '2021-01-01 13:02:00', (8, 1): '2021-01-01 13:03:00', (7, 1): '2021-01-01 13:04:00', (6, 1): '2021-01-01 13:05:00', (5, 1): '2021-01-01 13:06:00', (4, 1): '2021-01-01 13:07:00', (4, 0): '2021-01-01 13:08:00'}"
4067,51,40,2021-01-01 13:19:00,1,19,3,"(1, 5)","(0, 4)",2,"[[1, 5], [0, 5], [0, 4]]","{(1, 5): '2021-01-01 13:19:00', (0, 5): '2021-01-01 13:20:00', (0, 4): '2021-01-01 13:21:00'}"
4068,33,90,2021-01-02 04:39:00,16,39,2,"(3, 3)","(0, 9)",9,"[[3, 3], [2, 3], [1, 3], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9]]","{(3, 3): '2021-01-02 04:39:00', (2, 3): '2021-01-02 04:40:00', (1, 3): '2021-01-02 04:41:00', (0, 3): '2021-01-02 04:42:00', (0, 4): '2021-01-02 04:43:00', (0, 5): '2021-01-02 04:44:00', (0, 6): '2021-01-02 04:45:00', (0, 7): '2021-01-02 04:46:00', (0, 8): '2021-01-02 04:47:00', (0, 9): '2021-01-02 04:48:00'}"
4069,42,65,2021-01-01 19:28:00,7,28,1,"(2, 4)","(5, 6)",5,"[[2, 4], [3, 4], [4, 4], [5, 4], [5, 5], [5, 6]]","{(2, 4): '2021-01-01 19:28:00', (3, 4): '2021-01-01 19:29:00', (4, 4): '2021-01-01 19:30:00', (5, 4): '2021-01-01 19:31:00', (5, 5): '2021-01-01 19:32:00', (5, 6): '2021-01-01 19:33:00'}"
4070,4,24,2021-01-02 01:15:00,13,15,5,"(4, 0)","(4, 2)",2,"[[4, 0], [4, 1], [4, 2]]","{(4, 0): '2021-01-02 01:15:00', (4, 1): '2021-01-02 01:16:00', (4, 2): '2021-01-02 01:17:00'}"
4071,45,37,2021-01-02 06:11:00,18,11,3,"(5, 4)","(7, 3)",3,"[[5, 4], [6, 4], [7, 4], [7, 3]]","{(5, 4): '2021-01-02 06:11:00', (6, 4): '2021-01-02 06:12:00', (7, 4): '2021-01-02 06:13:00', (7, 3): '2021-01-02 06:14:00'}"
4072,42,36,2021-01-02 00:34:00,12,34,4,"(2, 4)","(6, 3)",5,"[[2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [6, 3]]","{(2, 4): '2021-01-02 00:34:00', (3, 4): '2021-01-02 00:35:00', (4, 4): '2021-01-02 00:36:00', (5, 4): '2021-01-02 00:37:00', (6, 4): '2021-01-02 00:38:00', (6, 3): '2021-01-02 00:39:00'}"
4073,53,23,2021-01-02 09:15:00,21,15,5,"(3, 5)","(3, 2)",3,"[[3, 5], [3, 4], [3, 3], [3, 2]]","{(3, 5): '2021-01-02 09:15:00', (3, 4): '2021-01-02 09:16:00', (3, 3): '2021-01-02 09:17:00', (3, 2): '2021-01-02 09:18:00'}"
4074,89,36,2021-01-01 19:58:00,7,58,4,"(9, 8)","(6, 3)",8,"[[9, 8], [8, 8], [7, 8], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3]]","{(9, 8): '2021-01-01 19:58:00', (8, 8): '2021-01-01 19:59:00', (7, 8): '2021-01-01 20:00:00', (6, 8): '2021-01-01 20:01:00', (6, 7): '2021-01-01 20:02:00', (6, 6): '2021-01-01 20:03:00', (6, 5): '2021-01-01 20:04:00', (6, 4): '2021-01-01 20:05:00', (6, 3): '2021-01-01 20:06:00'}"
4075,98,57,2021-01-01 17:22:00,5,22,4,"(8, 9)","(7, 5)",5,"[[8, 9], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5]]","{(8, 9): '2021-01-01 17:22:00', (7, 9): '2021-01-01 17:23:00', (7, 8): '2021-01-01 17:24:00', (7, 7): '2021-01-01 17:25:00', (7, 6): '2021-01-01 17:26:00', (7, 5): '2021-01-01 17:27:00'}"
4076,55,94,2021-01-01 14:02:00,2,2,2,"(5, 5)","(4, 9)",5,"[[5, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9]]","{(5, 5): '2021-01-01 14:02:00', (4, 5): '2021-01-01 14:03:00', (4, 6): '2021-01-01 14:04:00', (4, 7): '2021-01-01 14:05:00', (4, 8): '2021-01-01 14:06:00', (4, 9): '2021-01-01 14:07:00'}"
4077,10,55,2021-01-01 17:55:00,5,55,1,"(0, 1)","(5, 5)",9,"[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5]]","{(0, 1): '2021-01-01 17:55:00', (1, 1): '2021-01-01 17:56:00', (2, 1): '2021-01-01 17:57:00', (3, 1): '2021-01-01 17:58:00', (4, 1): '2021-01-01 17:59:00', (5, 1): '2021-01-01 18:00:00', (5, 2): '2021-01-01 18:01:00', (5, 3): '2021-01-01 18:02:00', (5, 4): '2021-01-01 18:03:00', (5, 5): '2021-01-01 18:04:00'}"
4078,82,75,2021-01-01 13:52:00,1,52,5,"(2, 8)","(5, 7)",4,"[[2, 8], [3, 8], [4, 8], [5, 8], [5, 7]]","{(2, 8): '2021-01-01 13:52:00', (3, 8): '2021-01-01 13:53:00', (4, 8): '2021-01-01 13:54:00', (5, 8): '2021-01-01 13:55:00', (5, 7): '2021-01-01 13:56:00'}"
4079,62,20,2021-01-01 21:37:00,9,37,5,"(2, 6)","(0, 2)",6,"[[2, 6], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3], [0, 2]]","{(2, 6): '2021-01-01 21:37:00', (1, 6): '2021-01-01 21:38:00', (0, 6): '2021-01-01 21:39:00', (0, 5): '2021-01-01 21:40:00', (0, 4): '2021-01-01 21:41:00', (0, 3): '2021-01-01 21:42:00', (0, 2): '2021-01-01 21:43:00'}"
4080,12,33,2021-01-02 05:02:00,17,2,0,"(2, 1)","(3, 3)",3,"[[2, 1], [3, 1], [3, 2], [3, 3]]","{(2, 1): '2021-01-02 05:02:00', (3, 1): '2021-01-02 05:03:00', (3, 2): '2021-01-02 05:04:00', (3, 3): '2021-01-02 05:05:00'}"
4081,27,51,2021-01-01 17:54:00,5,54,3,"(7, 2)","(1, 5)",9,"[[7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [2, 2], [1, 2], [1, 3], [1, 4], [1, 5]]","{(7, 2): '2021-01-01 17:54:00', (6, 2): '2021-01-01 17:55:00', (5, 2): '2021-01-01 17:56:00', (4, 2): '2021-01-01 17:57:00', (3, 2): '2021-01-01 17:58:00', (2, 2): '2021-01-01 17:59:00', (1, 2): '2021-01-01 18:00:00', (1, 3): '2021-01-01 18:01:00', (1, 4): '2021-01-01 18:02:00', (1, 5): '2021-01-01 18:03:00'}"
4082,48,67,2021-01-02 07:48:00,19,48,1,"(8, 4)","(7, 6)",3,"[[8, 4], [7, 4], [7, 5], [7, 6]]","{(8, 4): '2021-01-02 07:48:00', (7, 4): '2021-01-02 07:49:00', (7, 5): '2021-01-02 07:50:00', (7, 6): '2021-01-02 07:51:00'}"
4083,97,80,2021-01-02 10:59:00,22,59,0,"(7, 9)","(0, 8)",8,"[[7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [0, 9], [0, 8]]","{(7, 9): '2021-01-02 10:59:00', (6, 9): '2021-01-02 11:00:00', (5, 9): '2021-01-02 11:01:00', (4, 9): '2021-01-02 11:02:00', (3, 9): '2021-01-02 11:03:00', (2, 9): '2021-01-02 11:04:00', (1, 9): '2021-01-02 11:05:00', (0, 9): '2021-01-02 11:06:00', (0, 8): '2021-01-02 11:07:00'}"
4084,62,10,2021-01-02 08:40:00,20,40,1,"(2, 6)","(0, 1)",7,"[[2, 6], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1]]","{(2, 6): '2021-01-02 08:40:00', (1, 6): '2021-01-02 08:41:00', (0, 6): '2021-01-02 08:42:00', (0, 5): '2021-01-02 08:43:00', (0, 4): '2021-01-02 08:44:00', (0, 3): '2021-01-02 08:45:00', (0, 2): '2021-01-02 08:46:00', (0, 1): '2021-01-02 08:47:00'}"
4085,43,71,2021-01-02 11:09:00,23,9,0,"(3, 4)","(1, 7)",5,"[[3, 4], [2, 4], [1, 4], [1, 5], [1, 6], [1, 7]]","{(3, 4): '2021-01-02 11:09:00', (2, 4): '2021-01-02 11:10:00', (1, 4): '2021-01-02 11:11:00', (1, 5): '2021-01-02 11:12:00', (1, 6): '2021-01-02 11:13:00', (1, 7): '2021-01-02 11:14:00'}"
4086,89,40,2021-01-01 14:57:00,2,57,3,"(9, 8)","(0, 4)",13,"[[9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [1, 8], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4]]","{(9, 8): '2021-01-01 14:57:00', (8, 8): '2021-01-01 14:58:00', (7, 8): '2021-01-01 14:59:00', (6, 8): '2021-01-01 15:00:00', (5, 8): '2021-01-01 15:01:00', (4, 8): '2021-01-01 15:02:00', (3, 8): '2021-01-01 15:03:00', (2, 8): '2021-01-01 15:04:00', (1, 8): '2021-01-01 15:05:00', (0, 8): '2021-01-01 15:06:00', (0, 7): '2021-01-01 15:07:00', (0, 6): '2021-01-01 15:08:00', (0, 5): '2021-01-01 15:09:00', (0, 4): '2021-01-01 15:10:00'}"
4087,9,24,2021-01-01 18:55:00,6,55,1,"(9, 0)","(4, 2)",7,"[[9, 0], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [4, 1], [4, 2]]","{(9, 0): '2021-01-01 18:55:00', (8, 0): '2021-01-01 18:56:00', (7, 0): '2021-01-01 18:57:00', (6, 0): '2021-01-01 18:58:00', (5, 0): '2021-01-01 18:59:00', (4, 0): '2021-01-01 19:00:00', (4, 1): '2021-01-01 19:01:00', (4, 2): '2021-01-01 19:02:00'}"
4088,17,55,2021-01-02 00:16:00,12,16,2,"(7, 1)","(5, 5)",6,"[[7, 1], [6, 1], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5]]","{(7, 1): '2021-01-02 00:16:00', (6, 1): '2021-01-02 00:17:00', (5, 1): '2021-01-02 00:18:00', (5, 2): '2021-01-02 00:19:00', (5, 3): '2021-01-02 00:20:00', (5, 4): '2021-01-02 00:21:00', (5, 5): '2021-01-02 00:22:00'}"
4089,41,52,2021-01-01 18:27:00,6,27,6,"(1, 4)","(2, 5)",2,"[[1, 4], [2, 4], [2, 5]]","{(1, 4): '2021-01-01 18:27:00', (2, 4): '2021-01-01 18:28:00', (2, 5): '2021-01-01 18:29:00'}"
4090,3,93,2021-01-01 18:39:00,6,39,5,"(3, 0)","(3, 9)",9,"[[3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9]]","{(3, 0): '2021-01-01 18:39:00', (3, 1): '2021-01-01 18:40:00', (3, 2): '2021-01-01 18:41:00', (3, 3): '2021-01-01 18:42:00', (3, 4): '2021-01-01 18:43:00', (3, 5): '2021-01-01 18:44:00', (3, 6): '2021-01-01 18:45:00', (3, 7): '2021-01-01 18:46:00', (3, 8): '2021-01-01 18:47:00', (3, 9): '2021-01-01 18:48:00'}"
4091,72,18,2021-01-02 00:19:00,12,19,0,"(2, 7)","(8, 1)",12,"[[2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1]]","{(2, 7): '2021-01-02 00:19:00', (3, 7): '2021-01-02 00:20:00', (4, 7): '2021-01-02 00:21:00', (5, 7): '2021-01-02 00:22:00', (6, 7): '2021-01-02 00:23:00', (7, 7): '2021-01-02 00:24:00', (8, 7): '2021-01-02 00:25:00', (8, 6): '2021-01-02 00:26:00', (8, 5): '2021-01-02 00:27:00', (8, 4): '2021-01-02 00:28:00', (8, 3): '2021-01-02 00:29:00', (8, 2): '2021-01-02 00:30:00', (8, 1): '2021-01-02 00:31:00'}"
4092,16,34,2021-01-01 19:45:00,7,45,5,"(6, 1)","(4, 3)",4,"[[6, 1], [5, 1], [4, 1], [4, 2], [4, 3]]","{(6, 1): '2021-01-01 19:45:00', (5, 1): '2021-01-01 19:46:00', (4, 1): '2021-01-01 19:47:00', (4, 2): '2021-01-01 19:48:00', (4, 3): '2021-01-01 19:49:00'}"
4093,74,54,2021-01-01 13:56:00,1,56,1,"(4, 7)","(4, 5)",2,"[[4, 7], [4, 6], [4, 5]]","{(4, 7): '2021-01-01 13:56:00', (4, 6): '2021-01-01 13:57:00', (4, 5): '2021-01-01 13:58:00'}"
4094,93,53,2021-01-01 16:55:00,4,55,1,"(3, 9)","(3, 5)",4,"[[3, 9], [3, 8], [3, 7], [3, 6], [3, 5]]","{(3, 9): '2021-01-01 16:55:00', (3, 8): '2021-01-01 16:56:00', (3, 7): '2021-01-01 16:57:00', (3, 6): '2021-01-01 16:58:00', (3, 5): '2021-01-01 16:59:00'}"
4095,55,23,2021-01-01 18:30:00,6,30,5,"(5, 5)","(3, 2)",5,"[[5, 5], [4, 5], [3, 5], [3, 4], [3, 3], [3, 2]]","{(5, 5): '2021-01-01 18:30:00', (4, 5): '2021-01-01 18:31:00', (3, 5): '2021-01-01 18:32:00', (3, 4): '2021-01-01 18:33:00', (3, 3): '2021-01-01 18:34:00', (3, 2): '2021-01-01 18:35:00'}"
4096,25,49,2021-01-02 02:13:00,14,13,2,"(5, 2)","(9, 4)",6,"[[5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [9, 4]]","{(5, 2): '2021-01-02 02:13:00', (6, 2): '2021-01-02 02:14:00', (7, 2): '2021-01-02 02:15:00', (8, 2): '2021-01-02 02:16:00', (9, 2): '2021-01-02 02:17:00', (9, 3): '2021-01-02 02:18:00', (9, 4): '2021-01-02 02:19:00'}"
4097,26,85,2021-01-02 03:28:00,15,28,0,"(6, 2)","(5, 8)",7,"[[6, 2], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8]]","{(6, 2): '2021-01-02 03:28:00', (5, 2): '2021-01-02 03:29:00', (5, 3): '2021-01-02 03:30:00', (5, 4): '2021-01-02 03:31:00', (5, 5): '2021-01-02 03:32:00', (5, 6): '2021-01-02 03:33:00', (5, 7): '2021-01-02 03:34:00', (5, 8): '2021-01-02 03:35:00'}"
4098,3,17,2021-01-02 07:52:00,19,52,3,"(3, 0)","(7, 1)",5,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1]]","{(3, 0): '2021-01-02 07:52:00', (4, 0): '2021-01-02 07:53:00', (5, 0): '2021-01-02 07:54:00', (6, 0): '2021-01-02 07:55:00', (7, 0): '2021-01-02 07:56:00', (7, 1): '2021-01-02 07:57:00'}"
4099,19,26,2021-01-01 16:37:00,4,37,3,"(9, 1)","(6, 2)",4,"[[9, 1], [8, 1], [7, 1], [6, 1], [6, 2]]","{(9, 1): '2021-01-01 16:37:00', (8, 1): '2021-01-01 16:38:00', (7, 1): '2021-01-01 16:39:00', (6, 1): '2021-01-01 16:40:00', (6, 2): '2021-01-01 16:41:00'}"
4100,18,56,2021-01-01 16:03:00,4,3,1,"(8, 1)","(6, 5)",6,"[[8, 1], [7, 1], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5]]","{(8, 1): '2021-01-01 16:03:00', (7, 1): '2021-01-01 16:04:00', (6, 1): '2021-01-01 16:05:00', (6, 2): '2021-01-01 16:06:00', (6, 3): '2021-01-01 16:07:00', (6, 4): '2021-01-01 16:08:00', (6, 5): '2021-01-01 16:09:00'}"
4101,89,95,2021-01-01 22:04:00,10,4,6,"(9, 8)","(5, 9)",5,"[[9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [5, 9]]","{(9, 8): '2021-01-01 22:04:00', (8, 8): '2021-01-01 22:05:00', (7, 8): '2021-01-01 22:06:00', (6, 8): '2021-01-01 22:07:00', (5, 8): '2021-01-01 22:08:00', (5, 9): '2021-01-01 22:09:00'}"
4102,80,8,2021-01-01 20:44:00,8,44,5,"(0, 8)","(8, 0)",16,"[[0, 8], [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1], [8, 0]]","{(0, 8): '2021-01-01 20:44:00', (1, 8): '2021-01-01 20:45:00', (2, 8): '2021-01-01 20:46:00', (3, 8): '2021-01-01 20:47:00', (4, 8): '2021-01-01 20:48:00', (5, 8): '2021-01-01 20:49:00', (6, 8): '2021-01-01 20:50:00', (7, 8): '2021-01-01 20:51:00', (8, 8): '2021-01-01 20:52:00', (8, 7): '2021-01-01 20:53:00', (8, 6): '2021-01-01 20:54:00', (8, 5): '2021-01-01 20:55:00', (8, 4): '2021-01-01 20:56:00', (8, 3): '2021-01-01 20:57:00', (8, 2): '2021-01-01 20:58:00', (8, 1): '2021-01-01 20:59:00', (8, 0): '2021-01-01 21:00:00'}"
4103,7,18,2021-01-02 11:26:00,23,26,5,"(7, 0)","(8, 1)",2,"[[7, 0], [8, 0], [8, 1]]","{(7, 0): '2021-01-02 11:26:00', (8, 0): '2021-01-02 11:27:00', (8, 1): '2021-01-02 11:28:00'}"
4104,93,2,2021-01-02 09:09:00,21,9,5,"(3, 9)","(2, 0)",10,"[[3, 9], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1], [2, 0]]","{(3, 9): '2021-01-02 09:09:00', (2, 9): '2021-01-02 09:10:00', (2, 8): '2021-01-02 09:11:00', (2, 7): '2021-01-02 09:12:00', (2, 6): '2021-01-02 09:13:00', (2, 5): '2021-01-02 09:14:00', (2, 4): '2021-01-02 09:15:00', (2, 3): '2021-01-02 09:16:00', (2, 2): '2021-01-02 09:17:00', (2, 1): '2021-01-02 09:18:00', (2, 0): '2021-01-02 09:19:00'}"
4105,85,56,2021-01-01 21:28:00,9,28,2,"(5, 8)","(6, 5)",4,"[[5, 8], [6, 8], [6, 7], [6, 6], [6, 5]]","{(5, 8): '2021-01-01 21:28:00', (6, 8): '2021-01-01 21:29:00', (6, 7): '2021-01-01 21:30:00', (6, 6): '2021-01-01 21:31:00', (6, 5): '2021-01-01 21:32:00'}"
4106,51,89,2021-01-01 22:37:00,10,37,2,"(1, 5)","(9, 8)",11,"[[1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [9, 6], [9, 7], [9, 8]]","{(1, 5): '2021-01-01 22:37:00', (2, 5): '2021-01-01 22:38:00', (3, 5): '2021-01-01 22:39:00', (4, 5): '2021-01-01 22:40:00', (5, 5): '2021-01-01 22:41:00', (6, 5): '2021-01-01 22:42:00', (7, 5): '2021-01-01 22:43:00', (8, 5): '2021-01-01 22:44:00', (9, 5): '2021-01-01 22:45:00', (9, 6): '2021-01-01 22:46:00', (9, 7): '2021-01-01 22:47:00', (9, 8): '2021-01-01 22:48:00'}"
4107,10,31,2021-01-01 21:49:00,9,49,4,"(0, 1)","(1, 3)",3,"[[0, 1], [1, 1], [1, 2], [1, 3]]","{(0, 1): '2021-01-01 21:49:00', (1, 1): '2021-01-01 21:50:00', (1, 2): '2021-01-01 21:51:00', (1, 3): '2021-01-01 21:52:00'}"
4108,73,6,2021-01-01 23:41:00,11,41,3,"(3, 7)","(6, 0)",10,"[[3, 7], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1], [6, 0]]","{(3, 7): '2021-01-01 23:41:00', (4, 7): '2021-01-01 23:42:00', (5, 7): '2021-01-01 23:43:00', (6, 7): '2021-01-01 23:44:00', (6, 6): '2021-01-01 23:45:00', (6, 5): '2021-01-01 23:46:00', (6, 4): '2021-01-01 23:47:00', (6, 3): '2021-01-01 23:48:00', (6, 2): '2021-01-01 23:49:00', (6, 1): '2021-01-01 23:50:00', (6, 0): '2021-01-01 23:51:00'}"
4109,55,0,2021-01-02 02:32:00,14,32,6,"(5, 5)","(0, 0)",10,"[[5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]","{(5, 5): '2021-01-02 02:32:00', (4, 5): '2021-01-02 02:33:00', (3, 5): '2021-01-02 02:34:00', (2, 5): '2021-01-02 02:35:00', (1, 5): '2021-01-02 02:36:00', (0, 5): '2021-01-02 02:37:00', (0, 4): '2021-01-02 02:38:00', (0, 3): '2021-01-02 02:39:00', (0, 2): '2021-01-02 02:40:00', (0, 1): '2021-01-02 02:41:00', (0, 0): '2021-01-02 02:42:00'}"
4110,63,27,2021-01-01 18:18:00,6,18,6,"(3, 6)","(7, 2)",8,"[[3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2]]","{(3, 6): '2021-01-01 18:18:00', (4, 6): '2021-01-01 18:19:00', (5, 6): '2021-01-01 18:20:00', (6, 6): '2021-01-01 18:21:00', (7, 6): '2021-01-01 18:22:00', (7, 5): '2021-01-01 18:23:00', (7, 4): '2021-01-01 18:24:00', (7, 3): '2021-01-01 18:25:00', (7, 2): '2021-01-01 18:26:00'}"
4111,24,64,2021-01-02 00:12:00,12,12,3,"(4, 2)","(4, 6)",4,"[[4, 2], [4, 3], [4, 4], [4, 5], [4, 6]]","{(4, 2): '2021-01-02 00:12:00', (4, 3): '2021-01-02 00:13:00', (4, 4): '2021-01-02 00:14:00', (4, 5): '2021-01-02 00:15:00', (4, 6): '2021-01-02 00:16:00'}"
4112,70,12,2021-01-02 04:19:00,16,19,2,"(0, 7)","(2, 1)",8,"[[0, 7], [1, 7], [2, 7], [2, 6], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1]]","{(0, 7): '2021-01-02 04:19:00', (1, 7): '2021-01-02 04:20:00', (2, 7): '2021-01-02 04:21:00', (2, 6): '2021-01-02 04:22:00', (2, 5): '2021-01-02 04:23:00', (2, 4): '2021-01-02 04:24:00', (2, 3): '2021-01-02 04:25:00', (2, 2): '2021-01-02 04:26:00', (2, 1): '2021-01-02 04:27:00'}"
4113,4,70,2021-01-02 03:50:00,15,50,5,"(4, 0)","(0, 7)",11,"[[4, 0], [3, 0], [2, 0], [1, 0], [0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7]]","{(4, 0): '2021-01-02 03:50:00', (3, 0): '2021-01-02 03:51:00', (2, 0): '2021-01-02 03:52:00', (1, 0): '2021-01-02 03:53:00', (0, 0): '2021-01-02 03:54:00', (0, 1): '2021-01-02 03:55:00', (0, 2): '2021-01-02 03:56:00', (0, 3): '2021-01-02 03:57:00', (0, 4): '2021-01-02 03:58:00', (0, 5): '2021-01-02 03:59:00', (0, 6): '2021-01-02 04:00:00', (0, 7): '2021-01-02 04:01:00'}"
4114,17,60,2021-01-02 10:32:00,22,32,6,"(7, 1)","(0, 6)",12,"[[7, 1], [6, 1], [5, 1], [4, 1], [3, 1], [2, 1], [1, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]","{(7, 1): '2021-01-02 10:32:00', (6, 1): '2021-01-02 10:33:00', (5, 1): '2021-01-02 10:34:00', (4, 1): '2021-01-02 10:35:00', (3, 1): '2021-01-02 10:36:00', (2, 1): '2021-01-02 10:37:00', (1, 1): '2021-01-02 10:38:00', (0, 1): '2021-01-02 10:39:00', (0, 2): '2021-01-02 10:40:00', (0, 3): '2021-01-02 10:41:00', (0, 4): '2021-01-02 10:42:00', (0, 5): '2021-01-02 10:43:00', (0, 6): '2021-01-02 10:44:00'}"
4115,78,56,2021-01-02 00:02:00,12,2,4,"(8, 7)","(6, 5)",4,"[[8, 7], [7, 7], [6, 7], [6, 6], [6, 5]]","{(8, 7): '2021-01-02 00:02:00', (7, 7): '2021-01-02 00:03:00', (6, 7): '2021-01-02 00:04:00', (6, 6): '2021-01-02 00:05:00', (6, 5): '2021-01-02 00:06:00'}"
4116,2,30,2021-01-01 14:07:00,2,7,1,"(2, 0)","(0, 3)",5,"[[2, 0], [1, 0], [0, 0], [0, 1], [0, 2], [0, 3]]","{(2, 0): '2021-01-01 14:07:00', (1, 0): '2021-01-01 14:08:00', (0, 0): '2021-01-01 14:09:00', (0, 1): '2021-01-01 14:10:00', (0, 2): '2021-01-01 14:11:00', (0, 3): '2021-01-01 14:12:00'}"
4117,52,87,2021-01-02 09:32:00,21,32,3,"(2, 5)","(7, 8)",8,"[[2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [7, 6], [7, 7], [7, 8]]","{(2, 5): '2021-01-02 09:32:00', (3, 5): '2021-01-02 09:33:00', (4, 5): '2021-01-02 09:34:00', (5, 5): '2021-01-02 09:35:00', (6, 5): '2021-01-02 09:36:00', (7, 5): '2021-01-02 09:37:00', (7, 6): '2021-01-02 09:38:00', (7, 7): '2021-01-02 09:39:00', (7, 8): '2021-01-02 09:40:00'}"
4118,54,42,2021-01-02 04:37:00,16,37,5,"(4, 5)","(2, 4)",3,"[[4, 5], [3, 5], [2, 5], [2, 4]]","{(4, 5): '2021-01-02 04:37:00', (3, 5): '2021-01-02 04:38:00', (2, 5): '2021-01-02 04:39:00', (2, 4): '2021-01-02 04:40:00'}"
4119,59,20,2021-01-02 08:18:00,20,18,0,"(9, 5)","(0, 2)",12,"[[9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3], [0, 2]]","{(9, 5): '2021-01-02 08:18:00', (8, 5): '2021-01-02 08:19:00', (7, 5): '2021-01-02 08:20:00', (6, 5): '2021-01-02 08:21:00', (5, 5): '2021-01-02 08:22:00', (4, 5): '2021-01-02 08:23:00', (3, 5): '2021-01-02 08:24:00', (2, 5): '2021-01-02 08:25:00', (1, 5): '2021-01-02 08:26:00', (0, 5): '2021-01-02 08:27:00', (0, 4): '2021-01-02 08:28:00', (0, 3): '2021-01-02 08:29:00', (0, 2): '2021-01-02 08:30:00'}"
4120,10,12,2021-01-02 07:07:00,19,7,2,"(0, 1)","(2, 1)",2,"[[0, 1], [1, 1], [2, 1]]","{(0, 1): '2021-01-02 07:07:00', (1, 1): '2021-01-02 07:08:00', (2, 1): '2021-01-02 07:09:00'}"
4121,36,77,2021-01-02 04:55:00,16,55,4,"(6, 3)","(7, 7)",5,"[[6, 3], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7]]","{(6, 3): '2021-01-02 04:55:00', (7, 3): '2021-01-02 04:56:00', (7, 4): '2021-01-02 04:57:00', (7, 5): '2021-01-02 04:58:00', (7, 6): '2021-01-02 04:59:00', (7, 7): '2021-01-02 05:00:00'}"
